Winnipeg — Historical Average Length of Construction (in months) by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,5.5,6.0,**,**,5.5,
Feb 1990,6.9,**,**,**,6.9,
Mar 1990,12.3,**,**,**,12.3,
Apr 1990,6.2,17.0,**,**,6.7,
May 1990,6.1,**,**,**,6.1,
Jun 1990,6.0,4.0,**,**,5.9,
Jul 1990,6.0,**,**,**,6.0,
Aug 1990,5.8,**,**,**,5.8,
Sep 1990,4.9,**,**,**,4.9,
Oct 1990,4.9,2.0,**,**,4.9,
Nov 1990,5.6,6.0,**,**,5.6,
Dec 1990,4.6,**,**,**,4.6,
Jan 1991,5.9,**,**,**,5.9,
Feb 1991,6.3,**,**,**,6.3,
Mar 1991,6.5,**,**,**,6.5,
Apr 1991,6.8,**,**,**,6.8,
May 1991,6.5,**,**,**,6.5,
Jun 1991,7.0,**,**,**,7.0,
Jul 1991,5.8,**,**,**,5.8,
Aug 1991,5.6,**,**,**,5.6,
Sep 1991,4.7,**,**,**,4.7,
Oct 1991,3.2,**,**,**,3.2,
Nov 1991,4.1,**,**,**,4.1,
Dec 1991,5.0,5.0,**,**,5.0,
Jan 1992,0.0,**,**,**,0.0,
Feb 1992,0.0,**,**,**,0.0,
Mar 1992,0.0,**,**,**,0.0,
Apr 1992,0.0,**,**,**,0.0,
May 1992,0.0,**,**,**,0.0,
Jun 1992,0.0,**,**,**,0.0,
Jul 1992,0.0,**,**,**,0.0,
Aug 1992,0.0,**,**,**,0.0,
Sep 1992,0.0,**,**,**,0.0,
Oct 1992,0.0,**,**,**,0.0,
Nov 1992,0.0,**,**,**,0.0,
Dec 1992,0.0,0.0,**,**,0.0,
Jan 1993,0.0,**,**,**,0.0,
Feb 1993,0.0,**,**,**,0.0,
Mar 1993,0.0,**,**,**,0.0,
Apr 1993,0.0,**,**,**,0.0,
May 1993,0.0,**,**,**,0.0,
Jun 1993,0.0,**,**,**,0.0,
Jul 1993,0.0,**,**,**,0.0,
Aug 1993,0.0,**,**,**,0.0,
Sep 1993,0.0,**,**,**,0.0,
Oct 1993,0.0,**,**,**,0.0,
Nov 1993,0.0,**,**,**,0.0,
Dec 1993,0.0,**,**,**,0.0,
Jan 1994,4.7,**,**,**,4.7,
Feb 1994,3.9,**,**,**,3.9,
Mar 1994,4.3,**,**,**,4.3,
Apr 1994,4.2,**,**,**,4.2,
May 1994,4.7,5.6,**,**,4.8,
Jun 1994,4.4,7.0,**,**,4.5,
Jul 1994,4.1,7.3,**,**,4.2,
Aug 1994,3.8,**,**,**,3.8,
Sep 1994,4.1,**,**,**,4.1,
Oct 1994,4.3,**,**,**,4.3,
Nov 1994,4.3,**,**,**,4.3,
Dec 1994,4.7,**,**,**,4.7,
Jan 1995,5.0,1.0,**,**,4.9,
Feb 1995,5.6,**,**,**,5.6,
Mar 1995,5.8,**,**,**,5.8,
Apr 1995,8.1,3.0,**,**,7.9,
May 1995,7.2,**,**,**,7.2,
Jun 1995,4.0,**,**,**,4.0,
Jul 1995,1.6,**,**,**,1.6,
Aug 1995,1.6,**,**,**,1.6,
Sep 1995,2.0,**,**,**,2.0,
Oct 1995,1.9,**,**,**,1.9,
Nov 1995,2.6,**,**,**,2.6,
Dec 1995,2.8,**,**,**,2.8,
Jan 1996,2.7,**,**,**,2.7,
Feb 1996,4.0,**,**,**,4.0,
Mar 1996,3.0,**,**,**,3.0,
Apr 1996,3.0,**,**,**,3.0,
May 1996,2.7,**,**,**,2.7,
Jun 1996,3.0,**,**,**,3.0,
Jul 1996,2.9,**,**,**,2.9,
Aug 1996,2.6,**,**,**,2.6,
Sep 1996,3.3,**,**,**,3.3,
Oct 1996,3.4,**,**,**,3.4,
Nov 1996,4.2,**,**,**,4.2,
Dec 1996,5.1,**,**,**,5.1,
Jan 1997,5.8,**,**,**,5.8,
Feb 1997,7.1,7.0,**,**,7.1,
Mar 1997,4.9,**,**,**,4.9,
Apr 1997,4.1,**,**,**,4.1,
May 1997,4.0,**,**,**,4.0,
Jun 1997,4.0,**,**,**,4.0,
Jul 1997,4.0,6.0,**,**,4.0,
Aug 1997,3.9,**,**,**,3.9,
Sep 1997,3.7,**,**,**,3.7,
Oct 1997,3.4,**,**,**,3.4,
Nov 1997,3.6,**,**,**,3.6,
Dec 1997,3.3,**,**,**,3.3,
Jan 1998,3.9,**,**,**,3.9,
Feb 1998,4.7,**,**,**,4.7,
Mar 1998,5.0,**,**,**,5.0,
Apr 1998,4.2,**,**,**,4.2,
May 1998,3.8,**,**,**,3.8,
Jun 1998,4.2,3.0,**,**,4.2,
Jul 1998,3.8,**,**,**,3.8,
Aug 1998,3.4,**,**,**,3.4,
Sep 1998,2.8,**,**,**,2.8,
Oct 1998,3.2,**,**,**,3.2,
Nov 1998,3.7,**,**,**,3.7,
Dec 1998,4.0,**,**,**,4.0,
Jan 1999,3.7,**,**,**,3.7,
Feb 1999,5.2,**,**,**,5.2,
Mar 1999,3.8,**,**,**,3.8,
Apr 1999,4.4,**,**,**,4.4,
May 1999,5.1,**,**,**,5.1,
Jun 1999,5.4,**,**,**,5.4,
Jul 1999,5.6,**,**,**,5.6,
Aug 1999,5.8,**,**,**,5.8,
Sep 1999,5.0,**,**,**,5.0,
Oct 1999,5.7,**,**,**,5.7,
Nov 1999,4.8,**,**,**,4.8,
Dec 1999,6.7,**,**,**,6.7,
Jan 2000,5.6,**,**,**,5.6,
Feb 2000,5.8,7.0,**,**,5.8,
Mar 2000,6.9,**,**,**,6.9,
Apr 2000,6.2,**,**,**,6.2,
May 2000,5.7,**,**,**,5.7,
Jun 2000,5.6,**,**,**,5.6,
Jul 2000,4.8,9.0,**,**,4.9,
Aug 2000,4.8,**,**,**,4.8,
Sep 2000,4.0,**,**,**,4.0,
Oct 2000,4.0,**,**,**,4.0,
Nov 2000,4.4,**,**,**,4.4,
Dec 2000,5.8,**,**,**,5.8,
Jan 2001,4.3,**,**,**,4.3,
Feb 2001,5.3,**,**,**,5.3,
Mar 2001,5.0,**,**,**,5.0,
Apr 2001,5.3,**,**,**,5.3,
May 2001,4.8,**,**,**,4.8,
Jun 2001,5.6,**,**,**,5.6,
Jul 2001,4.5,**,**,**,4.5,
Aug 2001,4.4,**,**,**,4.4,
Sep 2001,3.5,**,**,**,3.5,
Oct 2001,4.3,**,**,**,4.3,
Nov 2001,3.8,**,**,**,3.8,
Dec 2001,4.4,**,**,**,4.4,
Jan 2002,4.2,**,**,**,4.2,
Feb 2002,5.3,**,**,**,5.3,
Mar 2002,4.7,**,**,**,4.7,
Apr 2002,5.2,**,**,**,5.2,
May 2002,5.1,**,**,**,5.1,
Jun 2002,5.5,7.0,**,**,5.6,
Jul 2002,5.1,8.0,**,**,5.1,
Aug 2002,4.8,**,**,**,4.8,
Sep 2002,3.9,10.0,**,**,3.9,
Oct 2002,4.5,**,**,**,4.5,
Nov 2002,4.3,3.0,**,**,4.3,
Dec 2002,4.0,12.0,**,**,4.3,
Jan 2003,3.9,**,**,**,3.9,
Feb 2003,5.1,**,**,**,5.1,
Mar 2003,4.2,**,**,**,4.2,
Apr 2003,6.0,**,**,**,6.0,
May 2003,7.1,6.0,**,**,7.1,
Jun 2003,5.8,**,**,**,5.8,
Jul 2003,5.3,**,**,**,5.3,
Aug 2003,4.6,**,**,**,4.6,
Sep 2003,4.7,**,**,**,4.7,
Oct 2003,4.5,**,**,**,4.5,
Nov 2003,4.1,**,**,**,4.1,
Dec 2003,4.2,**,**,**,4.2,
Jan 2004,3.8,**,**,**,3.8,
Feb 2004,4.8,**,**,**,4.8,
Mar 2004,5.6,**,**,**,5.6,
Apr 2004,6.2,**,**,**,6.2,
May 2004,6.1,**,**,**,6.1,
Jun 2004,5.5,**,**,**,5.5,
Jul 2004,6.4,**,**,**,6.4,
Aug 2004,5.0,**,**,**,5.0,
Sep 2004,4.4,**,**,**,4.4,
Oct 2004,4.9,**,**,**,4.9,
Nov 2004,4.5,3.0,**,**,4.5,
Dec 2004,5.1,**,**,**,5.1,
Jan 2005,5.4,**,**,**,5.4,
Feb 2005,5.2,8.0,**,**,5.3,
Mar 2005,10.0,**,**,**,10.0,
Apr 2005,6.1,**,**,**,6.1,
May 2005,5.9,**,**,**,5.9,
Jun 2005,6.5,**,**,**,6.5,
Jul 2005,5.1,**,**,**,5.1,
Aug 2005,5.5,**,**,**,5.5,
Sep 2005,5.3,7.5,**,**,5.3,
Oct 2005,4.8,**,**,**,4.8,
Nov 2005,4.8,**,**,**,4.8,
Dec 2005,4.6,**,**,**,4.6,
Jan 2006,5.4,3.0,**,**,5.3,
Feb 2006,3.9,**,**,**,3.9,
Mar 2006,4.8,**,**,**,4.8,
Apr 2006,5.6,**,**,**,5.6,
May 2006,5.9,**,**,**,5.9,
Jun 2006,6.4,**,**,**,6.4,
Jul 2006,5.8,8.0,**,**,5.9,
Aug 2006,5.3,**,**,**,5.3,
Sep 2006,4.8,1.0,**,**,4.8,
Oct 2006,4.7,11.0,**,**,4.8,
Nov 2006,4.5,**,**,**,4.5,
Dec 2006,4.9,**,**,**,4.9,
Jan 2007,4.9,8.3,**,**,5.1,
Feb 2007,4.6,3.0,**,**,4.5,
Mar 2007,4.5,**,**,**,4.5,
Apr 2007,4.9,5.0,**,**,4.9,
May 2007,6.2,3.0,**,**,6.1,
Jun 2007,5.6,3.0,**,**,5.5,
Jul 2007,5.7,**,**,**,5.7,
Aug 2007,5.0,10.0,**,**,5.1,
Sep 2007,4.7,11.0,**,**,4.9,
Oct 2007,4.7,6.0,**,**,4.7,
Nov 2007,4.8,**,**,**,4.8,
Dec 2007,5.1,**,**,**,5.1,
Jan 2008,5.0,**,**,**,5.0,
Feb 2008,5.1,**,**,**,5.1,
Mar 2008,6.3,16.0,**,**,6.5,
Apr 2008,5.4,4.0,**,**,5.4,
May 2008,6.9,**,**,**,6.9,
Jun 2008,6.7,5.7,**,**,6.6,
Jul 2008,5.8,**,**,**,5.8,
Aug 2008,5.4,**,**,**,5.4,
Sep 2008,5.3,4.0,**,**,5.3,
Oct 2008,5.4,5.0,**,**,5.4,
Nov 2008,6.4,**,**,**,6.4,
Dec 2008,5.4,3.0,**,**,5.3,
Jan 2009,5.6,**,**,**,5.6,
Feb 2009,5.9,9.0,**,**,6.1,
Mar 2009,4.7,1.0,**,**,4.4,
Apr 2009,6.4,17.0,**,**,6.6,
May 2009,6.6,8.0,**,**,6.6,
Jun 2009,6.5,8.0,**,**,6.6,
Jul 2009,6.0,**,**,**,6.0,
Aug 2009,6.4,**,**,**,6.4,
Sep 2009,6.2,7.5,**,**,6.3,
Oct 2009,5.6,11.0,**,**,5.6,
Nov 2009,4.9,3.0,**,**,4.9,
Dec 2009,5.3,6.0,**,**,5.3,
Jan 2010,5.8,**,**,**,5.8,
Feb 2010,4.6,**,**,**,4.6,
Mar 2010,6.7,3.0,**,**,6.5,
Apr 2010,5.7,**,**,**,5.7,
May 2010,5.7,6.0,**,**,5.7,
Jun 2010,6.8,3.0,**,**,6.8,
Jul 2010,5.5,7.0,**,**,5.6,
Aug 2010,5.4,**,**,**,5.4,
Sep 2010,5.8,**,**,**,5.8,
Oct 2010,5.1,6.0,**,**,5.1,
Nov 2010,5.0,4.3,**,**,5.0,
Dec 2010,6.4,7.7,**,**,6.4,
Jan 2011,5.4,**,**,**,5.4,
Feb 2011,5.4,**,**,**,5.4,
Mar 2011,6.6,9.0,**,**,6.7,
Apr 2011,6.8,3.0,**,**,6.5,
May 2011,7.1,6.0,**,**,7.1,
Jun 2011,6.7,5.5,**,**,6.7,
Jul 2011,7.2,5.0,**,**,7.2,
Aug 2011,6.3,3.7,**,**,6.2,
Sep 2011,5.9,4.3,**,**,5.9,
Oct 2011,5.1,5.0,8.0,**,5.1,
Nov 2011,5.4,11.0,**,**,5.5,
Dec 2011,6.4,8.0,**,**,6.4,
Jan 2012,5.2,**,**,**,5.2,
