"GeoUID","Date","DateString","Dwelling Type","Value","Survey","Series"
"59933",1990-01-01,"Jan 1990","Single",875,"Scss","Completions"
"59933",1990-01-01,"Jan 1990","Semi-Detached",26,"Scss","Completions"
"59933",1990-01-01,"Jan 1990","Row",287,"Scss","Completions"
"59933",1990-01-01,"Jan 1990","Apartment",447,"Scss","Completions"
"59933",1990-01-01,"Jan 1990","All",1635,"Scss","Completions"
"59933",1990-02-01,"Feb 1990","Single",617,"Scss","Completions"
"59933",1990-02-01,"Feb 1990","Semi-Detached",40,"Scss","Completions"
"59933",1990-02-01,"Feb 1990","Row",259,"Scss","Completions"
"59933",1990-02-01,"Feb 1990","Apartment",561,"Scss","Completions"
"59933",1990-02-01,"Feb 1990","All",1477,"Scss","Completions"
"59933",1990-03-01,"Mar 1990","Single",660,"Scss","Completions"
"59933",1990-03-01,"Mar 1990","Semi-Detached",74,"Scss","Completions"
"59933",1990-03-01,"Mar 1990","Row",292,"Scss","Completions"
"59933",1990-03-01,"Mar 1990","Apartment",609,"Scss","Completions"
"59933",1990-03-01,"Mar 1990","All",1635,"Scss","Completions"
"59933",1990-04-01,"Apr 1990","Single",786,"Scss","Completions"
"59933",1990-04-01,"Apr 1990","Semi-Detached",74,"Scss","Completions"
"59933",1990-04-01,"Apr 1990","Row",214,"Scss","Completions"
"59933",1990-04-01,"Apr 1990","Apartment",584,"Scss","Completions"
"59933",1990-04-01,"Apr 1990","All",1658,"Scss","Completions"
"59933",1990-05-01,"May 1990","Single",817,"Scss","Completions"
"59933",1990-05-01,"May 1990","Semi-Detached",38,"Scss","Completions"
"59933",1990-05-01,"May 1990","Row",145,"Scss","Completions"
"59933",1990-05-01,"May 1990","Apartment",834,"Scss","Completions"
"59933",1990-05-01,"May 1990","All",1834,"Scss","Completions"
"59933",1990-06-01,"Jun 1990","Single",1033,"Scss","Completions"
"59933",1990-06-01,"Jun 1990","Semi-Detached",96,"Scss","Completions"
"59933",1990-06-01,"Jun 1990","Row",94,"Scss","Completions"
"59933",1990-06-01,"Jun 1990","Apartment",566,"Scss","Completions"
"59933",1990-06-01,"Jun 1990","All",1789,"Scss","Completions"
"59933",1990-07-01,"Jul 1990","Single",801,"Scss","Completions"
"59933",1990-07-01,"Jul 1990","Semi-Detached",96,"Scss","Completions"
"59933",1990-07-01,"Jul 1990","Row",234,"Scss","Completions"
"59933",1990-07-01,"Jul 1990","Apartment",481,"Scss","Completions"
"59933",1990-07-01,"Jul 1990","All",1612,"Scss","Completions"
"59933",1990-08-01,"Aug 1990","Single",661,"Scss","Completions"
"59933",1990-08-01,"Aug 1990","Semi-Detached",76,"Scss","Completions"
"59933",1990-08-01,"Aug 1990","Row",191,"Scss","Completions"
