"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35595",2006-07-01,"2006","65 - 74",9775,"Census","65 and over"
"35595",2006-07-01,"2006","75 - 84",7405,"Census","65 and over"
"35595",2006-07-01,"2006","85+",2515,"Census","65 and over"
"35595",2006-07-01,"2006","Total 65+",19690,"Census","65 and over"
"35595",2006-07-01,"2006","Total",122910,"Census","65 and over"
"35595",2011-07-01,"2011","65 - 74",10600,"Census","65 and over"
"35595",2011-07-01,"2011","75 - 84",7100,"Census","65 and over"
"35595",2011-07-01,"2011","85+",3185,"Census","65 and over"
"35595",2011-07-01,"2011","Total 65+",20880,"Census","65 and over"
"35595",2011-07-01,"2011","Total",121600,"Census","65 and over"
"35595",2016-07-01,"2016","65 - 74",12870,"Census","65 and over"
"35595",2016-07-01,"2016","75 - 84",6810,"Census","65 and over"
"35595",2016-07-01,"2016","85+",2510,"Census","65 and over"
"35595",2016-07-01,"2016","Total 65+",22190,"Census","65 and over"
"35595",2016-07-01,"2016","Total",118875,"Census","65 and over"
"35595",2021-07-01,"2021","65 - 74",15495,"Census","65 and over"
"35595",2021-07-01,"2021","75 - 84",7565,"Census","65 and over"
"35595",2021-07-01,"2021","85+",2565,"Census","65 and over"
"35595",2021-07-01,"2021","Total 65+",25625,"Census","65 and over"
"35595",2021-07-01,"2021","Total",120960,"Census","65 and over"
