"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35516",2006-07-01,"2006","65 - 74",690,"Census","65 and over"
"35516",2006-07-01,"2006","75 - 84",320,"Census","65 and over"
"35516",2006-07-01,"2006","85+",65,"Census","65 and over"
"35516",2006-07-01,"2006","Total 65+",1070,"Census","65 and over"
"35516",2006-07-01,"2006","Total",14650,"Census","65 and over"
"35516",2011-07-01,"2011","65 - 74",710,"Census","65 and over"
"35516",2011-07-01,"2011","75 - 84",385,"Census","65 and over"
"35516",2011-07-01,"2011","85+",85,"Census","65 and over"
"35516",2011-07-01,"2011","Total 65+",1180,"Census","65 and over"
"35516",2011-07-01,"2011","Total",15985,"Census","65 and over"
"35516",2016-07-01,"2016","65 - 74",890,"Census","65 and over"
"35516",2016-07-01,"2016","75 - 84",410,"Census","65 and over"
"35516",2016-07-01,"2016","85+",105,"Census","65 and over"
"35516",2016-07-01,"2016","Total 65+",1400,"Census","65 and over"
"35516",2016-07-01,"2016","Total",16320,"Census","65 and over"
"35516",2021-07-01,"2021","65 - 74",1080,"Census","65 and over"
"35516",2021-07-01,"2021","75 - 84",475,"Census","65 and over"
"35516",2021-07-01,"2021","85+",155,"Census","65 and over"
"35516",2021-07-01,"2021","Total 65+",1715,"Census","65 and over"
"35516",2021-07-01,"2021","Total",17295,"Census","65 and over"
