"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24412",2006-07-01,"2006","65 - 74",2135,"Census","65 and over"
"24412",2006-07-01,"2006","75 - 84",960,"Census","65 and over"
"24412",2006-07-01,"2006","85+",225,"Census","65 and over"
"24412",2006-07-01,"2006","Total 65+",3325,"Census","65 and over"
"24412",2006-07-01,"2006","Total",27825,"Census","65 and over"
"24412",2011-07-01,"2011","65 - 74",2365,"Census","65 and over"
"24412",2011-07-01,"2011","75 - 84",1195,"Census","65 and over"
"24412",2011-07-01,"2011","85+",340,"Census","65 and over"
"24412",2011-07-01,"2011","Total 65+",3900,"Census","65 and over"
"24412",2011-07-01,"2011","Total",28485,"Census","65 and over"
"24412",2016-07-01,"2016","65 - 74",2605,"Census","65 and over"
"24412",2016-07-01,"2016","75 - 84",1335,"Census","65 and over"
"24412",2016-07-01,"2016","85+",270,"Census","65 and over"
"24412",2016-07-01,"2016","Total 65+",4215,"Census","65 and over"
"24412",2016-07-01,"2016","Total",28070,"Census","65 and over"
"24412",2021-07-01,"2021","65 - 74",2940,"Census","65 and over"
"24412",2021-07-01,"2021","75 - 84",1585,"Census","65 and over"
"24412",2021-07-01,"2021","85+",425,"Census","65 and over"
"24412",2021-07-01,"2021","Total 65+",4955,"Census","65 and over"
"24412",2021-07-01,"2021","Total",27155,"Census","65 and over"
