"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"13320",2006-07-01,"2006","65 - 74",5815,"Census","65 and over"
"13320",2006-07-01,"2006","75 - 84",3560,"Census","65 and over"
"13320",2006-07-01,"2006","85+",1335,"Census","65 and over"
"13320",2006-07-01,"2006","Total 65+",10710,"Census","65 and over"
"13320",2006-07-01,"2006","Total",85685,"Census","65 and over"
"13320",2011-07-01,"2011","65 - 74",7325,"Census","65 and over"
"13320",2011-07-01,"2011","75 - 84",3905,"Census","65 and over"
"13320",2011-07-01,"2011","85+",1680,"Census","65 and over"
"13320",2011-07-01,"2011","Total 65+",12910,"Census","65 and over"
"13320",2011-07-01,"2011","Total",94270,"Census","65 and over"
"13320",2016-07-01,"2016","65 - 74",9795,"Census","65 and over"
"13320",2016-07-01,"2016","75 - 84",4520,"Census","65 and over"
"13320",2016-07-01,"2016","85+",1455,"Census","65 and over"
"13320",2016-07-01,"2016","Total 65+",15770,"Census","65 and over"
"13320",2016-07-01,"2016","Total",100370,"Census","65 and over"
"13320",2021-07-01,"2021","65 - 74",11920,"Census","65 and over"
"13320",2021-07-01,"2021","75 - 84",5755,"Census","65 and over"
"13320",2021-07-01,"2021","85+",1665,"Census","65 and over"
"13320",2021-07-01,"2021","Total 65+",19345,"Census","65 and over"
"13320",2021-07-01,"2021","Total",107165,"Census","65 and over"
