"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"60990",2006-07-01,"2006","65 - 74",1025,"Census","65 and over"
"60990",2006-07-01,"2006","75 - 84",425,"Census","65 and over"
"60990",2006-07-01,"2006","85+",125,"Census","65 and over"
"60990",2006-07-01,"2006","Total 65+",1575,"Census","65 and over"
"60990",2006-07-01,"2006","Total",22905,"Census","65 and over"
"60990",2011-07-01,"2011","65 - 74",1435,"Census","65 and over"
"60990",2011-07-01,"2011","75 - 84",580,"Census","65 and over"
"60990",2011-07-01,"2011","85+",170,"Census","65 and over"
"60990",2011-07-01,"2011","Total 65+",2190,"Census","65 and over"
"60990",2011-07-01,"2011","Total",26030,"Census","65 and over"
"60990",2016-07-01,"2016","65 - 74",2155,"Census","65 and over"
"60990",2016-07-01,"2016","75 - 84",700,"Census","65 and over"
"60990",2016-07-01,"2016","85+",175,"Census","65 and over"
"60990",2016-07-01,"2016","Total 65+",3040,"Census","65 and over"
"60990",2016-07-01,"2016","Total",27655,"Census","65 and over"
"60990",2021-07-01,"2021","65 - 74",3000,"Census","65 and over"
"60990",2021-07-01,"2021","75 - 84",990,"Census","65 and over"
"60990",2021-07-01,"2021","85+",250,"Census","65 and over"
"60990",2021-07-01,"2021","Total 65+",4245,"Census","65 and over"
"60990",2021-07-01,"2021","Total",31420,"Census","65 and over"
