"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"11110",2006-07-01,"2006","65 - 74",1415,"Census","65 and over"
"11110",2006-07-01,"2006","75 - 84",915,"Census","65 and over"
"11110",2006-07-01,"2006","85+",395,"Census","65 and over"
"11110",2006-07-01,"2006","Total 65+",2725,"Census","65 and over"
"11110",2006-07-01,"2006","Total",16155,"Census","65 and over"
"11110",2011-07-01,"2011","65 - 74",1520,"Census","65 and over"
"11110",2011-07-01,"2011","75 - 84",1045,"Census","65 and over"
"11110",2011-07-01,"2011","85+",445,"Census","65 and over"
"11110",2011-07-01,"2011","Total 65+",3010,"Census","65 and over"
"11110",2011-07-01,"2011","Total",16485,"Census","65 and over"
"11110",2016-07-01,"2016","65 - 74",1945,"Census","65 and over"
"11110",2016-07-01,"2016","75 - 84",1140,"Census","65 and over"
"11110",2016-07-01,"2016","85+",280,"Census","65 and over"
"11110",2016-07-01,"2016","Total 65+",3370,"Census","65 and over"
"11110",2016-07-01,"2016","Total",16215,"Census","65 and over"
"11110",2021-07-01,"2021","65 - 74",2305,"Census","65 and over"
"11110",2021-07-01,"2021","75 - 84",1220,"Census","65 and over"
"11110",2021-07-01,"2021","85+",445,"Census","65 and over"
"11110",2021-07-01,"2021","Total 65+",3970,"Census","65 and over"
"11110",2021-07-01,"2021","Total",17670,"Census","65 and over"
