"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"47745",2006-07-01,"2006","65 - 74",1630,"Census","65 and over"
"47745",2006-07-01,"2006","75 - 84",1340,"Census","65 and over"
"47745",2006-07-01,"2006","85+",480,"Census","65 and over"
"47745",2006-07-01,"2006","Total 65+",3445,"Census","65 and over"
"47745",2006-07-01,"2006","Total",15495,"Census","65 and over"
"47745",2011-07-01,"2011","65 - 74",2000,"Census","65 and over"
"47745",2011-07-01,"2011","75 - 84",1325,"Census","65 and over"
"47745",2011-07-01,"2011","85+",560,"Census","65 and over"
"47745",2011-07-01,"2011","Total 65+",3880,"Census","65 and over"
"47745",2011-07-01,"2011","Total",15985,"Census","65 and over"
"47745",2016-07-01,"2016","65 - 74",2180,"Census","65 and over"
"47745",2016-07-01,"2016","75 - 84",1390,"Census","65 and over"
"47745",2016-07-01,"2016","85+",565,"Census","65 and over"
"47745",2016-07-01,"2016","Total 65+",4135,"Census","65 and over"
"47745",2016-07-01,"2016","Total",16595,"Census","65 and over"
"47745",2021-07-01,"2021","65 - 74",2540,"Census","65 and over"
"47745",2021-07-01,"2021","75 - 84",1475,"Census","65 and over"
"47745",2021-07-01,"2021","85+",590,"Census","65 and over"
"47745",2021-07-01,"2021","Total 65+",4600,"Census","65 and over"
"47745",2021-07-01,"2021","Total",17060,"Census","65 and over"
