"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48835",2006-07-01,"2006","65 - 74",37485,"Census","65 and over"
"48835",2006-07-01,"2006","75 - 84",25955,"Census","65 and over"
"48835",2006-07-01,"2006","85+",7705,"Census","65 and over"
"48835",2006-07-01,"2006","Total 65+",71150,"Census","65 and over"
"48835",2006-07-01,"2006","Total",405275,"Census","65 and over"
"48835",2011-07-01,"2011","65 - 74",41950,"Census","65 and over"
"48835",2011-07-01,"2011","75 - 84",26925,"Census","65 and over"
"48835",2011-07-01,"2011","85+",7660,"Census","65 and over"
"48835",2011-07-01,"2011","Total 65+",76540,"Census","65 and over"
"48835",2011-07-01,"2011","Total",450795,"Census","65 and over"
"48835",2016-07-01,"2016","65 - 74",54370,"Census","65 and over"
"48835",2016-07-01,"2016","75 - 84",28390,"Census","65 and over"
"48835",2016-07-01,"2016","85+",9765,"Census","65 and over"
"48835",2016-07-01,"2016","Total 65+",92520,"Census","65 and over"
"48835",2016-07-01,"2016","Total",502140,"Census","65 and over"
"48835",2021-07-01,"2021","65 - 74",72130,"Census","65 and over"
"48835",2021-07-01,"2021","75 - 84",34490,"Census","65 and over"
"48835",2021-07-01,"2021","85+",12470,"Census","65 and over"
"48835",2021-07-01,"2021","Total 65+",119090,"Census","65 and over"
"48835",2021-07-01,"2021","Total",548625,"Census","65 and over"
