"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"12215",2006-07-01,"2006","65 - 74",2415,"Census","65 and over"
"12215",2006-07-01,"2006","75 - 84",1680,"Census","65 and over"
"12215",2006-07-01,"2006","85+",625,"Census","65 and over"
"12215",2006-07-01,"2006","Total 65+",4720,"Census","65 and over"
"12215",2006-07-01,"2006","Total",18780,"Census","65 and over"
"12215",2011-07-01,"2011","65 - 74",2860,"Census","65 and over"
"12215",2011-07-01,"2011","75 - 84",1680,"Census","65 and over"
"12215",2011-07-01,"2011","85+",670,"Census","65 and over"
"12215",2011-07-01,"2011","Total 65+",5210,"Census","65 and over"
"12215",2011-07-01,"2011","Total",19505,"Census","65 and over"
"12215",2016-07-01,"2016","65 - 74",3445,"Census","65 and over"
"12215",2016-07-01,"2016","75 - 84",1965,"Census","65 and over"
"12215",2016-07-01,"2016","85+",675,"Census","65 and over"
"12215",2016-07-01,"2016","Total 65+",6085,"Census","65 and over"
"12215",2016-07-01,"2016","Total",20095,"Census","65 and over"
"12215",2021-07-01,"2021","65 - 74",3870,"Census","65 and over"
"12215",2021-07-01,"2021","75 - 84",2250,"Census","65 and over"
"12215",2021-07-01,"2021","85+",830,"Census","65 and over"
"12215",2021-07-01,"2021","Total 65+",6945,"Census","65 and over"
"12215",2021-07-01,"2021","Total",20695,"Census","65 and over"
