"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35580",2006-07-01,"2006","65 - 74",12800,"Census","65 and over"
"35580",2006-07-01,"2006","75 - 84",8425,"Census","65 and over"
"35580",2006-07-01,"2006","85+",2285,"Census","65 and over"
"35580",2006-07-01,"2006","Total 65+",23510,"Census","65 and over"
"35580",2006-07-01,"2006","Total",158255,"Census","65 and over"
"35580",2011-07-01,"2011","65 - 74",13985,"Census","65 and over"
"35580",2011-07-01,"2011","75 - 84",8880,"Census","65 and over"
"35580",2011-07-01,"2011","85+",2975,"Census","65 and over"
"35580",2011-07-01,"2011","Total 65+",25835,"Census","65 and over"
"35580",2011-07-01,"2011","Total",160770,"Census","65 and over"
"35580",2016-07-01,"2016","65 - 74",16510,"Census","65 and over"
"35580",2016-07-01,"2016","75 - 84",8780,"Census","65 and over"
"35580",2016-07-01,"2016","85+",2830,"Census","65 and over"
"35580",2016-07-01,"2016","Total 65+",28120,"Census","65 and over"
"35580",2016-07-01,"2016","Total",161815,"Census","65 and over"
"35580",2021-07-01,"2021","65 - 74",19255,"Census","65 and over"
"35580",2021-07-01,"2021","75 - 84",10110,"Census","65 and over"
"35580",2021-07-01,"2021","85+",3205,"Census","65 and over"
"35580",2021-07-01,"2021","Total 65+",32575,"Census","65 and over"
"35580",2021-07-01,"2021","Total",167620,"Census","65 and over"
