"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59930",2006-07-01,"2006","65 - 74",7045,"Census","65 and over"
"59930",2006-07-01,"2006","75 - 84",4950,"Census","65 and over"
"59930",2006-07-01,"2006","85+",1550,"Census","65 and over"
"59930",2006-07-01,"2006","Total 65+",13545,"Census","65 and over"
"59930",2006-07-01,"2006","Total",80895,"Census","65 and over"
"59930",2011-07-01,"2011","65 - 74",8590,"Census","65 and over"
"59930",2011-07-01,"2011","75 - 84",5490,"Census","65 and over"
"59930",2011-07-01,"2011","85+",2065,"Census","65 and over"
"59930",2011-07-01,"2011","Total 65+",16140,"Census","65 and over"
"59930",2011-07-01,"2011","Total",92315,"Census","65 and over"
"59930",2016-07-01,"2016","65 - 74",11270,"Census","65 and over"
"59930",2016-07-01,"2016","75 - 84",5910,"Census","65 and over"
"59930",2016-07-01,"2016","85+",1865,"Census","65 and over"
"59930",2016-07-01,"2016","Total 65+",19045,"Census","65 and over"
"59930",2016-07-01,"2016","Total",98850,"Census","65 and over"
"59930",2021-07-01,"2021","65 - 74",13545,"Census","65 and over"
"59930",2021-07-01,"2021","75 - 84",7415,"Census","65 and over"
"59930",2021-07-01,"2021","85+",2075,"Census","65 and over"
"59930",2021-07-01,"2021","Total 65+",23035,"Census","65 and over"
"59930",2021-07-01,"2021","Total",111560,"Census","65 and over"
