"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59975",2006-07-01,"2006","65 - 74",715,"Census","65 and over"
"59975",2006-07-01,"2006","75 - 84",465,"Census","65 and over"
"59975",2006-07-01,"2006","85+",120,"Census","65 and over"
"59975",2006-07-01,"2006","Total 65+",1300,"Census","65 and over"
"59975",2006-07-01,"2006","Total",10995,"Census","65 and over"
"59975",2011-07-01,"2011","65 - 74",720,"Census","65 and over"
"59975",2011-07-01,"2011","75 - 84",585,"Census","65 and over"
"59975",2011-07-01,"2011","85+",235,"Census","65 and over"
"59975",2011-07-01,"2011","Total 65+",1540,"Census","65 and over"
"59975",2011-07-01,"2011","Total",11585,"Census","65 and over"
"59975",2016-07-01,"2016","65 - 74",750,"Census","65 and over"
"59975",2016-07-01,"2016","75 - 84",440,"Census","65 and over"
"59975",2016-07-01,"2016","85+",135,"Census","65 and over"
"59975",2016-07-01,"2016","Total 65+",1325,"Census","65 and over"
"59975",2016-07-01,"2016","Total",11785,"Census","65 and over"
"59975",2021-07-01,"2021","65 - 74",1545,"Census","65 and over"
"59975",2021-07-01,"2021","75 - 84",760,"Census","65 and over"
"59975",2021-07-01,"2021","85+",250,"Census","65 and over"
"59975",2021-07-01,"2021","Total 65+",2550,"Census","65 and over"
"59975",2021-07-01,"2021","Total",17380,"Census","65 and over"
