"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35555",2006-07-01,"2006","65 - 74",31835,"Census","65 and over"
"35555",2006-07-01,"2006","75 - 84",23250,"Census","65 and over"
"35555",2006-07-01,"2006","85+",8000,"Census","65 and over"
"35555",2006-07-01,"2006","Total 65+",63080,"Census","65 and over"
"35555",2006-07-01,"2006","Total",457720,"Census","65 and over"
"35555",2011-07-01,"2011","65 - 74",37290,"Census","65 and over"
"35555",2011-07-01,"2011","75 - 84",23595,"Census","65 and over"
"35555",2011-07-01,"2011","85+",10215,"Census","65 and over"
"35555",2011-07-01,"2011","Total 65+",71100,"Census","65 and over"
"35555",2011-07-01,"2011","Total",474785,"Census","65 and over"
"35555",2016-07-01,"2016","65 - 74",46865,"Census","65 and over"
"35555",2016-07-01,"2016","75 - 84",24090,"Census","65 and over"
"35555",2016-07-01,"2016","85+",8225,"Census","65 and over"
"35555",2016-07-01,"2016","Total 65+",79180,"Census","65 and over"
"35555",2016-07-01,"2016","Total",486505,"Census","65 and over"
"35555",2021-07-01,"2021","65 - 74",55965,"Census","65 and over"
"35555",2021-07-01,"2021","75 - 84",29150,"Census","65 and over"
"35555",2021-07-01,"2021","85+",9715,"Census","65 and over"
"35555",2021-07-01,"2021","Total 65+",94820,"Census","65 and over"
"35555",2021-07-01,"2021","Total",535780,"Census","65 and over"
