"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59933",2006-07-01,"2006","65 - 74",80600,"Census","65 and over"
"59933",2006-07-01,"2006","75 - 84",58075,"Census","65 and over"
"59933",2006-07-01,"2006","85+",19720,"Census","65 and over"
"59933",2006-07-01,"2006","Total 65+",158400,"Census","65 and over"
"59933",2006-07-01,"2006","Total",817225,"Census","65 and over"
"59933",2011-07-01,"2011","65 - 74",95985,"Census","65 and over"
"59933",2011-07-01,"2011","75 - 84",61040,"Census","65 and over"
"59933",2011-07-01,"2011","85+",21725,"Census","65 and over"
"59933",2011-07-01,"2011","Total 65+",178755,"Census","65 and over"
"59933",2011-07-01,"2011","Total",891310,"Census","65 and over"
"59933",2016-07-01,"2016","65 - 74",126440,"Census","65 and over"
"59933",2016-07-01,"2016","75 - 84",66025,"Census","65 and over"
"59933",2016-07-01,"2016","85+",25700,"Census","65 and over"
"59933",2016-07-01,"2016","Total 65+",218165,"Census","65 and over"
"59933",2016-07-01,"2016","Total",960895,"Census","65 and over"
"59933",2021-07-01,"2021","65 - 74",152290,"Census","65 and over"
"59933",2021-07-01,"2021","75 - 84",78330,"Census","65 and over"
"59933",2021-07-01,"2021","85+",31240,"Census","65 and over"
"59933",2021-07-01,"2021","Total 65+",261860,"Census","65 and over"
"59933",2021-07-01,"2021","Total",1043320,"Census","65 and over"
