"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35502",2006-07-01,"2006","65 - 74",795,"Census","65 and over"
"35502",2006-07-01,"2006","75 - 84",505,"Census","65 and over"
"35502",2006-07-01,"2006","85+",135,"Census","65 and over"
"35502",2006-07-01,"2006","Total 65+",1435,"Census","65 and over"
"35502",2006-07-01,"2006","Total",5350,"Census","65 and over"
"35502",2011-07-01,"2011","65 - 74",895,"Census","65 and over"
"35502",2011-07-01,"2011","75 - 84",655,"Census","65 and over"
"35502",2011-07-01,"2011","85+",135,"Census","65 and over"
"35502",2011-07-01,"2011","Total 65+",1680,"Census","65 and over"
"35502",2011-07-01,"2011","Total",5640,"Census","65 and over"
"35502",2016-07-01,"2016","65 - 74",1110,"Census","65 and over"
"35502",2016-07-01,"2016","75 - 84",600,"Census","65 and over"
"35502",2016-07-01,"2016","85+",225,"Census","65 and over"
"35502",2016-07-01,"2016","Total 65+",1935,"Census","65 and over"
"35502",2016-07-01,"2016","Total",5745,"Census","65 and over"
"35502",2021-07-01,"2021","65 - 74",1340,"Census","65 and over"
"35502",2021-07-01,"2021","75 - 84",820,"Census","65 and over"
"35502",2021-07-01,"2021","85+",240,"Census","65 and over"
"35502",2021-07-01,"2021","Total 65+",2400,"Census","65 and over"
"35502",2021-07-01,"2021","Total",5980,"Census","65 and over"
