"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35522",2006-07-01,"2006","65 - 74",4920,"Census","65 and over"
"35522",2006-07-01,"2006","75 - 84",3650,"Census","65 and over"
"35522",2006-07-01,"2006","85+",1075,"Census","65 and over"
"35522",2006-07-01,"2006","Total 65+",9645,"Census","65 and over"
"35522",2006-07-01,"2006","Total",37210,"Census","65 and over"
"35522",2011-07-01,"2011","65 - 74",5405,"Census","65 and over"
"35522",2011-07-01,"2011","75 - 84",4125,"Census","65 and over"
"35522",2011-07-01,"2011","85+",1000,"Census","65 and over"
"35522",2011-07-01,"2011","Total 65+",10525,"Census","65 and over"
"35522",2011-07-01,"2011","Total",38445,"Census","65 and over"
"35522",2016-07-01,"2016","65 - 74",6835,"Census","65 and over"
"35522",2016-07-01,"2016","75 - 84",4220,"Census","65 and over"
"35522",2016-07-01,"2016","85+",1540,"Census","65 and over"
"35522",2016-07-01,"2016","Total 65+",12600,"Census","65 and over"
"35522",2016-07-01,"2016","Total",43000,"Census","65 and over"
"35522",2021-07-01,"2021","65 - 74",8535,"Census","65 and over"
"35522",2021-07-01,"2021","75 - 84",4990,"Census","65 and over"
"35522",2021-07-01,"2021","85+",1710,"Census","65 and over"
"35522",2021-07-01,"2021","Total 65+",15240,"Census","65 and over"
"35522",2021-07-01,"2021","Total",46215,"Census","65 and over"
