"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35527",2006-07-01,"2006","65 - 74",1200,"Census","65 and over"
"35527",2006-07-01,"2006","75 - 84",1060,"Census","65 and over"
"35527",2006-07-01,"2006","85+",245,"Census","65 and over"
"35527",2006-07-01,"2006","Total 65+",2505,"Census","65 and over"
"35527",2006-07-01,"2006","Total",7300,"Census","65 and over"
"35527",2011-07-01,"2011","65 - 74",1430,"Census","65 and over"
"35527",2011-07-01,"2011","75 - 84",1160,"Census","65 and over"
"35527",2011-07-01,"2011","85+",410,"Census","65 and over"
"35527",2011-07-01,"2011","Total 65+",3000,"Census","65 and over"
"35527",2011-07-01,"2011","Total",8045,"Census","65 and over"
"35527",2016-07-01,"2016","65 - 74",1840,"Census","65 and over"
"35527",2016-07-01,"2016","75 - 84",1215,"Census","65 and over"
"35527",2016-07-01,"2016","85+",575,"Census","65 and over"
"35527",2016-07-01,"2016","Total 65+",3635,"Census","65 and over"
"35527",2016-07-01,"2016","Total",8640,"Census","65 and over"
"35527",2021-07-01,"2021","65 - 74",2110,"Census","65 and over"
"35527",2021-07-01,"2021","75 - 84",1450,"Census","65 and over"
"35527",2021-07-01,"2021","85+",625,"Census","65 and over"
"35527",2021-07-01,"2021","Total 65+",4180,"Census","65 and over"
"35527",2021-07-01,"2021","Total",9135,"Census","65 and over"
