"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35562",2006-07-01,"2006","65 - 74",7655,"Census","65 and over"
"35562",2006-07-01,"2006","75 - 84",5730,"Census","65 and over"
"35562",2006-07-01,"2006","85+",1730,"Census","65 and over"
"35562",2006-07-01,"2006","Total 65+",15115,"Census","65 and over"
"35562",2006-07-01,"2006","Total",88795,"Census","65 and over"
"35562",2011-07-01,"2011","65 - 74",8610,"Census","65 and over"
"35562",2011-07-01,"2011","75 - 84",5840,"Census","65 and over"
"35562",2011-07-01,"2011","85+",2240,"Census","65 and over"
"35562",2011-07-01,"2011","Total 65+",16685,"Census","65 and over"
"35562",2011-07-01,"2011","Total",89555,"Census","65 and over"
"35562",2016-07-01,"2016","65 - 74",11455,"Census","65 and over"
"35562",2016-07-01,"2016","75 - 84",5975,"Census","65 and over"
"35562",2016-07-01,"2016","85+",2005,"Census","65 and over"
"35562",2016-07-01,"2016","Total 65+",19440,"Census","65 and over"
"35562",2016-07-01,"2016","Total",94885,"Census","65 and over"
"35562",2021-07-01,"2021","65 - 74",13440,"Census","65 and over"
"35562",2021-07-01,"2021","75 - 84",6965,"Census","65 and over"
"35562",2021-07-01,"2021","85+",2220,"Census","65 and over"
"35562",2021-07-01,"2021","Total 65+",22625,"Census","65 and over"
"35562",2021-07-01,"2021","Total",96285,"Census","65 and over"
