"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"12205",2006-07-01,"2006","65 - 74",24255,"Census","65 and over"
"12205",2006-07-01,"2006","75 - 84",15045,"Census","65 and over"
"12205",2006-07-01,"2006","85+",5675,"Census","65 and over"
"12205",2006-07-01,"2006","Total 65+",44975,"Census","65 and over"
"12205",2006-07-01,"2006","Total",372855,"Census","65 and over"
"12205",2011-07-01,"2011","65 - 74",28675,"Census","65 and over"
"12205",2011-07-01,"2011","75 - 84",15775,"Census","65 and over"
"12205",2011-07-01,"2011","85+",6655,"Census","65 and over"
"12205",2011-07-01,"2011","Total 65+",51105,"Census","65 and over"
"12205",2011-07-01,"2011","Total",390325,"Census","65 and over"
"12205",2016-07-01,"2016","65 - 74",37470,"Census","65 and over"
"12205",2016-07-01,"2016","75 - 84",17220,"Census","65 and over"
"12205",2016-07-01,"2016","85+",5020,"Census","65 and over"
"12205",2016-07-01,"2016","Total 65+",59715,"Census","65 and over"
"12205",2016-07-01,"2016","Total",397635,"Census","65 and over"
"12205",2021-07-01,"2021","65 - 74",48385,"Census","65 and over"
"12205",2021-07-01,"2021","75 - 84",22855,"Census","65 and over"
"12205",2021-07-01,"2021","85+",6780,"Census","65 and over"
"12205",2021-07-01,"2021","Total 65+",78015,"Census","65 and over"
"12205",2021-07-01,"2021","Total",461135,"Census","65 and over"
