"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"47735",2006-07-01,"2006","65 - 74",1345,"Census","65 and over"
"47735",2006-07-01,"2006","75 - 84",1100,"Census","65 and over"
"47735",2006-07-01,"2006","85+",485,"Census","65 and over"
"47735",2006-07-01,"2006","Total 65+",2925,"Census","65 and over"
"47735",2006-07-01,"2006","Total",17765,"Census","65 and over"
"47735",2011-07-01,"2011","65 - 74",1410,"Census","65 and over"
"47735",2011-07-01,"2011","75 - 84",1120,"Census","65 and over"
"47735",2011-07-01,"2011","85+",525,"Census","65 and over"
"47735",2011-07-01,"2011","Total 65+",3060,"Census","65 and over"
"47735",2011-07-01,"2011","Total",19215,"Census","65 and over"
"47735",2016-07-01,"2016","65 - 74",1615,"Census","65 and over"
"47735",2016-07-01,"2016","75 - 84",985,"Census","65 and over"
"47735",2016-07-01,"2016","85+",425,"Census","65 and over"
"47735",2016-07-01,"2016","Total 65+",3020,"Census","65 and over"
"47735",2016-07-01,"2016","Total",18950,"Census","65 and over"
"47735",2021-07-01,"2021","65 - 74",2060,"Census","65 and over"
"47735",2021-07-01,"2021","75 - 84",950,"Census","65 and over"
"47735",2021-07-01,"2021","85+",410,"Census","65 and over"
"47735",2021-07-01,"2021","Total 65+",3420,"Census","65 and over"
"47735",2021-07-01,"2021","Total",18785,"Census","65 and over"
