"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59952",2006-07-01,"2006","65 - 74",1760,"Census","65 and over"
"59952",2006-07-01,"2006","75 - 84",950,"Census","65 and over"
"59952",2006-07-01,"2006","85+",265,"Census","65 and over"
"59952",2006-07-01,"2006","Total 65+",2980,"Census","65 and over"
"59952",2006-07-01,"2006","Total",22450,"Census","65 and over"
"59952",2011-07-01,"2011","65 - 74",1960,"Census","65 and over"
"59952",2011-07-01,"2011","75 - 84",1050,"Census","65 and over"
"59952",2011-07-01,"2011","85+",345,"Census","65 and over"
"59952",2011-07-01,"2011","Total 65+",3360,"Census","65 and over"
"59952",2011-07-01,"2011","Total",22095,"Census","65 and over"
"59952",2016-07-01,"2016","65 - 74",2640,"Census","65 and over"
"59952",2016-07-01,"2016","75 - 84",1270,"Census","65 and over"
"59952",2016-07-01,"2016","85+",300,"Census","65 and over"
"59952",2016-07-01,"2016","Total 65+",4205,"Census","65 and over"
"59952",2016-07-01,"2016","Total",22945,"Census","65 and over"
"59952",2021-07-01,"2021","65 - 74",3340,"Census","65 and over"
"59952",2021-07-01,"2021","75 - 84",1370,"Census","65 and over"
"59952",2021-07-01,"2021","85+",340,"Census","65 and over"
"59952",2021-07-01,"2021","Total 65+",5050,"Census","65 and over"
"59952",2021-07-01,"2021","Total",22900,"Census","65 and over"
