"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"13329",2006-07-01,"2006","65 - 74",1275,"Census","65 and over"
"13329",2006-07-01,"2006","75 - 84",940,"Census","65 and over"
"13329",2006-07-01,"2006","85+",300,"Census","65 and over"
"13329",2006-07-01,"2006","Total 65+",2515,"Census","65 and over"
"13329",2006-07-01,"2006","Total",9900,"Census","65 and over"
"13329",2011-07-01,"2011","65 - 74",1740,"Census","65 and over"
"13329",2011-07-01,"2011","75 - 84",1255,"Census","65 and over"
"13329",2011-07-01,"2011","85+",340,"Census","65 and over"
"13329",2011-07-01,"2011","Total 65+",3335,"Census","65 and over"
"13329",2011-07-01,"2011","Total",11860,"Census","65 and over"
"13329",2016-07-01,"2016","65 - 74",2275,"Census","65 and over"
"13329",2016-07-01,"2016","75 - 84",1275,"Census","65 and over"
"13329",2016-07-01,"2016","85+",440,"Census","65 and over"
"13329",2016-07-01,"2016","Total 65+",3990,"Census","65 and over"
"13329",2016-07-01,"2016","Total",11940,"Census","65 and over"
"13329",2021-07-01,"2021","65 - 74",2720,"Census","65 and over"
"13329",2021-07-01,"2021","75 - 84",1430,"Census","65 and over"
"13329",2021-07-01,"2021","85+",480,"Census","65 and over"
"13329",2021-07-01,"2021","Total 65+",4625,"Census","65 and over"
"13329",2021-07-01,"2021","Total",12300,"Census","65 and over"
