"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"12220",2006-07-01,"2006","65 - 74",2945,"Census","65 and over"
"12220",2006-07-01,"2006","75 - 84",2155,"Census","65 and over"
"12220",2006-07-01,"2006","85+",875,"Census","65 and over"
"12220",2006-07-01,"2006","Total 65+",5975,"Census","65 and over"
"12220",2006-07-01,"2006","Total",36290,"Census","65 and over"
"12220",2011-07-01,"2011","65 - 74",3420,"Census","65 and over"
"12220",2011-07-01,"2011","75 - 84",2065,"Census","65 and over"
"12220",2011-07-01,"2011","85+",965,"Census","65 and over"
"12220",2011-07-01,"2011","Total 65+",6455,"Census","65 and over"
"12220",2011-07-01,"2011","Total",35810,"Census","65 and over"
"12220",2016-07-01,"2016","65 - 74",4345,"Census","65 and over"
"12220",2016-07-01,"2016","75 - 84",2030,"Census","65 and over"
"12220",2016-07-01,"2016","85+",675,"Census","65 and over"
"12220",2016-07-01,"2016","Total 65+",7050,"Census","65 and over"
"12220",2016-07-01,"2016","Total",33795,"Census","65 and over"
"12220",2021-07-01,"2021","65 - 74",5175,"Census","65 and over"
"12220",2021-07-01,"2021","75 - 84",2320,"Census","65 and over"
"12220",2021-07-01,"2021","85+",775,"Census","65 and over"
"12220",2021-07-01,"2021","Total 65+",8280,"Census","65 and over"
"12220",2021-07-01,"2021","Total",33780,"Census","65 and over"
