"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24467",2006-07-01,"2006","65 - 74",925,"Census","65 and over"
"24467",2006-07-01,"2006","75 - 84",600,"Census","65 and over"
"24467",2006-07-01,"2006","85+",225,"Census","65 and over"
"24467",2006-07-01,"2006","Total 65+",1750,"Census","65 and over"
"24467",2006-07-01,"2006","Total",9680,"Census","65 and over"
"24467",2011-07-01,"2011","65 - 74",1175,"Census","65 and over"
"24467",2011-07-01,"2011","75 - 84",630,"Census","65 and over"
"24467",2011-07-01,"2011","85+",300,"Census","65 and over"
"24467",2011-07-01,"2011","Total 65+",2105,"Census","65 and over"
"24467",2011-07-01,"2011","Total",10115,"Census","65 and over"
