"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"47750",2006-07-01,"2006","65 - 74",435,"Census","65 and over"
"47750",2006-07-01,"2006","75 - 84",450,"Census","65 and over"
"47750",2006-07-01,"2006","85+",210,"Census","65 and over"
"47750",2006-07-01,"2006","Total 65+",1095,"Census","65 and over"
"47750",2006-07-01,"2006","Total",4625,"Census","65 and over"
"47750",2011-07-01,"2011","65 - 74",410,"Census","65 and over"
"47750",2011-07-01,"2011","75 - 84",365,"Census","65 and over"
"47750",2011-07-01,"2011","85+",190,"Census","65 and over"
"47750",2011-07-01,"2011","Total 65+",965,"Census","65 and over"
"47750",2011-07-01,"2011","Total",5165,"Census","65 and over"
"47750",2016-07-01,"2016","65 - 74",565,"Census","65 and over"
"47750",2016-07-01,"2016","75 - 84",350,"Census","65 and over"
"47750",2016-07-01,"2016","85+",155,"Census","65 and over"
"47750",2016-07-01,"2016","Total 65+",1070,"Census","65 and over"
"47750",2016-07-01,"2016","Total",5515,"Census","65 and over"
"47750",2021-07-01,"2021","65 - 74",700,"Census","65 and over"
"47750",2021-07-01,"2021","75 - 84",370,"Census","65 and over"
"47750",2021-07-01,"2021","85+",145,"Census","65 and over"
"47750",2021-07-01,"2021","Total 65+",1220,"Census","65 and over"
"47750",2021-07-01,"2021","Total",5340,"Census","65 and over"
