"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24421",2006-07-01,"2006","65 - 74",54990,"Census","65 and over"
"24421",2006-07-01,"2006","75 - 84",35785,"Census","65 and over"
"24421",2006-07-01,"2006","85+",12270,"Census","65 and over"
"24421",2006-07-01,"2006","Total 65+",103045,"Census","65 and over"
"24421",2006-07-01,"2006","Total",715515,"Census","65 and over"
"24421",2011-07-01,"2011","65 - 74",69875,"Census","65 and over"
"24421",2011-07-01,"2011","75 - 84",39955,"Census","65 and over"
"24421",2011-07-01,"2011","85+",16400,"Census","65 and over"
"24421",2011-07-01,"2011","Total 65+",126220,"Census","65 and over"
"24421",2011-07-01,"2011","Total",765705,"Census","65 and over"
"24421",2016-07-01,"2016","65 - 74",87765,"Census","65 and over"
"24421",2016-07-01,"2016","75 - 84",38005,"Census","65 and over"
"24421",2016-07-01,"2016","85+",10660,"Census","65 and over"
"24421",2016-07-01,"2016","Total 65+",136420,"Census","65 and over"
"24421",2016-07-01,"2016","Total",779085,"Census","65 and over"
"24421",2021-07-01,"2021","65 - 74",101205,"Census","65 and over"
"24421",2021-07-01,"2021","75 - 84",51180,"Census","65 and over"
"24421",2021-07-01,"2021","85+",12410,"Census","65 and over"
"24421",2021-07-01,"2021","Total 65+",164795,"Census","65 and over"
"24421",2021-07-01,"2021","Total",817110,"Census","65 and over"
