"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"47755",2006-07-01,"2006","65 - 74",560,"Census","65 and over"
"47755",2006-07-01,"2006","75 - 84",470,"Census","65 and over"
"47755",2006-07-01,"2006","85+",290,"Census","65 and over"
"47755",2006-07-01,"2006","Total 65+",1320,"Census","65 and over"
"47755",2006-07-01,"2006","Total",4045,"Census","65 and over"
"47755",2011-07-01,"2011","65 - 74",535,"Census","65 and over"
"47755",2011-07-01,"2011","75 - 84",590,"Census","65 and over"
"47755",2011-07-01,"2011","85+",205,"Census","65 and over"
"47755",2011-07-01,"2011","Total 65+",1330,"Census","65 and over"
"47755",2011-07-01,"2011","Total",4480,"Census","65 and over"
"47755",2016-07-01,"2016","65 - 74",515,"Census","65 and over"
"47755",2016-07-01,"2016","75 - 84",480,"Census","65 and over"
"47755",2016-07-01,"2016","85+",250,"Census","65 and over"
"47755",2016-07-01,"2016","Total 65+",1250,"Census","65 and over"
"47755",2016-07-01,"2016","Total",4585,"Census","65 and over"
"47755",2021-07-01,"2021","65 - 74",675,"Census","65 and over"
"47755",2021-07-01,"2021","75 - 84",465,"Census","65 and over"
"47755",2021-07-01,"2021","85+",280,"Census","65 and over"
"47755",2021-07-01,"2021","Total 65+",1420,"Census","65 and over"
"47755",2021-07-01,"2021","Total",5090,"Census","65 and over"
