"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24437",2006-07-01,"2006","65 - 74",1120,"Census","65 and over"
"24437",2006-07-01,"2006","75 - 84",755,"Census","65 and over"
"24437",2006-07-01,"2006","85+",305,"Census","65 and over"
"24437",2006-07-01,"2006","Total 65+",2180,"Census","65 and over"
"24437",2006-07-01,"2006","Total",12665,"Census","65 and over"
"24437",2011-07-01,"2011","65 - 74",1325,"Census","65 and over"
"24437",2011-07-01,"2011","75 - 84",770,"Census","65 and over"
"24437",2011-07-01,"2011","85+",360,"Census","65 and over"
"24437",2011-07-01,"2011","Total 65+",2460,"Census","65 and over"
"24437",2011-07-01,"2011","Total",12490,"Census","65 and over"
"24437",2016-07-01,"2016","65 - 74",1625,"Census","65 and over"
"24437",2016-07-01,"2016","75 - 84",860,"Census","65 and over"
"24437",2016-07-01,"2016","85+",205,"Census","65 and over"
"24437",2016-07-01,"2016","Total 65+",2685,"Census","65 and over"
"24437",2016-07-01,"2016","Total",12745,"Census","65 and over"
"24437",2021-07-01,"2021","65 - 74",2185,"Census","65 and over"
"24437",2021-07-01,"2021","75 - 84",1200,"Census","65 and over"
"24437",2021-07-01,"2021","85+",375,"Census","65 and over"
"24437",2021-07-01,"2021","Total 65+",3760,"Census","65 and over"
"24437",2021-07-01,"2021","Total",14285,"Census","65 and over"
