"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48806",2006-07-01,"2006","65 - 74",975,"Census","65 and over"
"48806",2006-07-01,"2006","75 - 84",700,"Census","65 and over"
"48806",2006-07-01,"2006","85+",280,"Census","65 and over"
"48806",2006-07-01,"2006","Total 65+",1960,"Census","65 and over"
"48806",2006-07-01,"2006","Total",22455,"Census","65 and over"
"48806",2011-07-01,"2011","65 - 74",1280,"Census","65 and over"
"48806",2011-07-01,"2011","75 - 84",715,"Census","65 and over"
"48806",2011-07-01,"2011","85+",340,"Census","65 and over"
"48806",2011-07-01,"2011","Total 65+",2335,"Census","65 and over"
"48806",2011-07-01,"2011","Total",23430,"Census","65 and over"
"48806",2016-07-01,"2016","65 - 74",1600,"Census","65 and over"
"48806",2016-07-01,"2016","75 - 84",635,"Census","65 and over"
"48806",2016-07-01,"2016","85+",130,"Census","65 and over"
"48806",2016-07-01,"2016","Total 65+",2365,"Census","65 and over"
"48806",2016-07-01,"2016","Total",23410,"Census","65 and over"
"48806",2021-07-01,"2021","65 - 74",915,"Census","65 and over"
"48806",2021-07-01,"2021","75 - 84",430,"Census","65 and over"
"48806",2021-07-01,"2021","85+",80,"Census","65 and over"
"48806",2021-07-01,"2021","Total 65+",1430,"Census","65 and over"
"48806",2021-07-01,"2021","Total",14645,"Census","65 and over"
