"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35531",2006-07-01,"2006","65 - 74",2100,"Census","65 and over"
"35531",2006-07-01,"2006","75 - 84",1350,"Census","65 and over"
"35531",2006-07-01,"2006","85+",425,"Census","65 and over"
"35531",2006-07-01,"2006","Total 65+",3880,"Census","65 and over"
"35531",2006-07-01,"2006","Total",26050,"Census","65 and over"
"35531",2011-07-01,"2011","65 - 74",2415,"Census","65 and over"
"35531",2011-07-01,"2011","75 - 84",1530,"Census","65 and over"
"35531",2011-07-01,"2011","85+",590,"Census","65 and over"
"35531",2011-07-01,"2011","Total 65+",4530,"Census","65 and over"
"35531",2011-07-01,"2011","Total",26690,"Census","65 and over"
"35531",2016-07-01,"2016","65 - 74",3130,"Census","65 and over"
"35531",2016-07-01,"2016","75 - 84",1635,"Census","65 and over"
"35531",2016-07-01,"2016","85+",490,"Census","65 and over"
"35531",2016-07-01,"2016","Total 65+",5250,"Census","65 and over"
"35531",2016-07-01,"2016","Total",27635,"Census","65 and over"
"35531",2021-07-01,"2021","65 - 74",3845,"Census","65 and over"
"35531",2021-07-01,"2021","75 - 84",1995,"Census","65 and over"
"35531",2021-07-01,"2021","85+",710,"Census","65 and over"
"35531",2021-07-01,"2021","Total 65+",6555,"Census","65 and over"
"35531",2021-07-01,"2021","Total",30645,"Census","65 and over"
