"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24437",2006-07-01,"2006","65 - 74",755,"Census","65 and over"
"24437",2006-07-01,"2006","75 - 84",445,"Census","65 and over"
"24437",2006-07-01,"2006","85+",130,"Census","65 and over"
"24437",2006-07-01,"2006","Total 65+",1330,"Census","65 and over"
"24437",2006-07-01,"2006","Total",5350,"Census","65 and over"
"24437",2011-07-01,"2011","65 - 74",840,"Census","65 and over"
"24437",2011-07-01,"2011","75 - 84",485,"Census","65 and over"
"24437",2011-07-01,"2011","85+",155,"Census","65 and over"
"24437",2011-07-01,"2011","Total 65+",1485,"Census","65 and over"
"24437",2011-07-01,"2011","Total",5510,"Census","65 and over"
"24437",2016-07-01,"2016","65 - 74",1070,"Census","65 and over"
"24437",2016-07-01,"2016","75 - 84",605,"Census","65 and over"
"24437",2016-07-01,"2016","85+",145,"Census","65 and over"
"24437",2016-07-01,"2016","Total 65+",1825,"Census","65 and over"
"24437",2016-07-01,"2016","Total",5990,"Census","65 and over"
"24437",2021-07-01,"2021","65 - 74",1425,"Census","65 and over"
"24437",2021-07-01,"2021","75 - 84",830,"Census","65 and over"
"24437",2021-07-01,"2021","85+",285,"Census","65 and over"
"24437",2021-07-01,"2021","Total 65+",2540,"Census","65 and over"
"24437",2021-07-01,"2021","Total",6980,"Census","65 and over"
