"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48833",2006-07-01,"2006","65 - 74",890,"Census","65 and over"
"48833",2006-07-01,"2006","75 - 84",870,"Census","65 and over"
"48833",2006-07-01,"2006","85+",220,"Census","65 and over"
"48833",2006-07-01,"2006","Total 65+",1985,"Census","65 and over"
"48833",2006-07-01,"2006","Total",6725,"Census","65 and over"
"48833",2011-07-01,"2011","65 - 74",965,"Census","65 and over"
"48833",2011-07-01,"2011","75 - 84",825,"Census","65 and over"
"48833",2011-07-01,"2011","85+",310,"Census","65 and over"
"48833",2011-07-01,"2011","Total 65+",2105,"Census","65 and over"
"48833",2011-07-01,"2011","Total",7460,"Census","65 and over"
"48833",2016-07-01,"2016","65 - 74",1175,"Census","65 and over"
"48833",2016-07-01,"2016","75 - 84",915,"Census","65 and over"
"48833",2016-07-01,"2016","85+",430,"Census","65 and over"
"48833",2016-07-01,"2016","Total 65+",2520,"Census","65 and over"
"48833",2016-07-01,"2016","Total",8055,"Census","65 and over"
"48833",2021-07-01,"2021","65 - 74",1300,"Census","65 and over"
"48833",2021-07-01,"2021","75 - 84",985,"Census","65 and over"
"48833",2021-07-01,"2021","85+",465,"Census","65 and over"
"48833",2021-07-01,"2021","Total 65+",2745,"Census","65 and over"
"48833",2021-07-01,"2021","Total",8135,"Census","65 and over"
