"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35556",2006-07-01,"2006","65 - 74",8870,"Census","65 and over"
"35556",2006-07-01,"2006","75 - 84",6305,"Census","65 and over"
"35556",2006-07-01,"2006","85+",2090,"Census","65 and over"
"35556",2006-07-01,"2006","Total 65+",17260,"Census","65 and over"
"35556",2006-07-01,"2006","Total",108590,"Census","65 and over"
"35556",2011-07-01,"2011","65 - 74",9855,"Census","65 and over"
"35556",2011-07-01,"2011","75 - 84",6150,"Census","65 and over"
"35556",2011-07-01,"2011","85+",2630,"Census","65 and over"
"35556",2011-07-01,"2011","Total 65+",18630,"Census","65 and over"
"35556",2011-07-01,"2011","Total",104075,"Census","65 and over"
"35556",2016-07-01,"2016","65 - 74",11785,"Census","65 and over"
"35556",2016-07-01,"2016","75 - 84",5895,"Census","65 and over"
"35556",2016-07-01,"2016","85+",2055,"Census","65 and over"
"35556",2016-07-01,"2016","Total 65+",19730,"Census","65 and over"
"35556",2016-07-01,"2016","Total",99775,"Census","65 and over"
"35556",2021-07-01,"2021","65 - 74",13925,"Census","65 and over"
"35556",2021-07-01,"2021","75 - 84",6985,"Census","65 and over"
"35556",2021-07-01,"2021","85+",2165,"Census","65 and over"
"35556",2021-07-01,"2021","Total 65+",23075,"Census","65 and over"
"35556",2021-07-01,"2021","Total",102090,"Census","65 and over"
