"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35546",2006-07-01,"2006","65 - 74",970,"Census","65 and over"
"35546",2006-07-01,"2006","75 - 84",910,"Census","65 and over"
"35546",2006-07-01,"2006","85+",300,"Census","65 and over"
"35546",2006-07-01,"2006","Total 65+",2175,"Census","65 and over"
"35546",2006-07-01,"2006","Total",6375,"Census","65 and over"
"35546",2011-07-01,"2011","65 - 74",1225,"Census","65 and over"
"35546",2011-07-01,"2011","75 - 84",845,"Census","65 and over"
"35546",2011-07-01,"2011","85+",440,"Census","65 and over"
"35546",2011-07-01,"2011","Total 65+",2510,"Census","65 and over"
"35546",2011-07-01,"2011","Total",6810,"Census","65 and over"
"35546",2016-07-01,"2016","65 - 74",1385,"Census","65 and over"
"35546",2016-07-01,"2016","75 - 84",955,"Census","65 and over"
"35546",2016-07-01,"2016","85+",400,"Census","65 and over"
"35546",2016-07-01,"2016","Total 65+",2745,"Census","65 and over"
"35546",2016-07-01,"2016","Total",7130,"Census","65 and over"
"35546",2021-07-01,"2021","65 - 74",1680,"Census","65 and over"
"35546",2021-07-01,"2021","75 - 84",1210,"Census","65 and over"
"35546",2021-07-01,"2021","85+",490,"Census","65 and over"
"35546",2021-07-01,"2021","Total 65+",3375,"Census","65 and over"
"35546",2021-07-01,"2021","Total",8230,"Census","65 and over"
