"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35505",2006-07-01,"2006","65 - 74",53785,"Census","65 and over"
"35505",2006-07-01,"2006","75 - 84",36575,"Census","65 and over"
"35505",2006-07-01,"2006","85+",13620,"Census","65 and over"
"35505",2006-07-01,"2006","Total 65+",103975,"Census","65 and over"
"35505",2006-07-01,"2006","Total",846805,"Census","65 and over"
"35505",2011-07-01,"2011","65 - 74",65240,"Census","65 and over"
"35505",2011-07-01,"2011","75 - 84",38715,"Census","65 and over"
"35505",2011-07-01,"2011","85+",16780,"Census","65 and over"
"35505",2011-07-01,"2011","Total 65+",120725,"Census","65 and over"
"35505",2011-07-01,"2011","Total",921820,"Census","65 and over"
"35505",2016-07-01,"2016","65 - 74",85825,"Census","65 and over"
"35505",2016-07-01,"2016","75 - 84",41635,"Census","65 and over"
"35505",2016-07-01,"2016","85+",12825,"Census","65 and over"
"35505",2016-07-01,"2016","Total 65+",140285,"Census","65 and over"
"35505",2016-07-01,"2016","Total",973340,"Census","65 and over"
"35505",2021-07-01,"2021","65 - 74",110760,"Census","65 and over"
"35505",2021-07-01,"2021","75 - 84",55380,"Census","65 and over"
"35505",2021-07-01,"2021","85+",16720,"Census","65 and over"
"35505",2021-07-01,"2021","Total 65+",182865,"Census","65 and over"
"35505",2021-07-01,"2021","Total",1116800,"Census","65 and over"
