"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"11110",2006-07-01,"2006","65 - 74",890,"Census","65 and over"
"11110",2006-07-01,"2006","75 - 84",675,"Census","65 and over"
"11110",2006-07-01,"2006","85+",160,"Census","65 and over"
"11110",2006-07-01,"2006","Total 65+",1725,"Census","65 and over"
"11110",2006-07-01,"2006","Total",6580,"Census","65 and over"
"11110",2011-07-01,"2011","65 - 74",945,"Census","65 and over"
"11110",2011-07-01,"2011","75 - 84",675,"Census","65 and over"
"11110",2011-07-01,"2011","85+",200,"Census","65 and over"
"11110",2011-07-01,"2011","Total 65+",1825,"Census","65 and over"
"11110",2011-07-01,"2011","Total",6975,"Census","65 and over"
"11110",2016-07-01,"2016","65 - 74",1225,"Census","65 and over"
"11110",2016-07-01,"2016","75 - 84",820,"Census","65 and over"
"11110",2016-07-01,"2016","85+",220,"Census","65 and over"
"11110",2016-07-01,"2016","Total 65+",2265,"Census","65 and over"
"11110",2016-07-01,"2016","Total",7220,"Census","65 and over"
"11110",2021-07-01,"2021","65 - 74",1480,"Census","65 and over"
"11110",2021-07-01,"2021","75 - 84",855,"Census","65 and over"
"11110",2021-07-01,"2021","85+",350,"Census","65 and over"
"11110",2021-07-01,"2021","Total 65+",2685,"Census","65 and over"
"11110",2021-07-01,"2021","Total",7950,"Census","65 and over"
