"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48825",2006-07-01,"2006","65 - 74",54420,"Census","65 and over"
"48825",2006-07-01,"2006","75 - 84",35200,"Census","65 and over"
"48825",2006-07-01,"2006","85+",11605,"Census","65 and over"
"48825",2006-07-01,"2006","Total 65+",101230,"Census","65 and over"
"48825",2006-07-01,"2006","Total",1079310,"Census","65 and over"
"48825",2011-07-01,"2011","65 - 74",64310,"Census","65 and over"
"48825",2011-07-01,"2011","75 - 84",39605,"Census","65 and over"
"48825",2011-07-01,"2011","85+",14830,"Census","65 and over"
"48825",2011-07-01,"2011","Total 65+",118740,"Census","65 and over"
"48825",2011-07-01,"2011","Total",1214840,"Census","65 and over"
"48825",2016-07-01,"2016","65 - 74",88830,"Census","65 and over"
"48825",2016-07-01,"2016","75 - 84",40315,"Census","65 and over"
"48825",2016-07-01,"2016","85+",12545,"Census","65 and over"
"48825",2016-07-01,"2016","Total 65+",141690,"Census","65 and over"
"48825",2016-07-01,"2016","Total",1374650,"Census","65 and over"
"48825",2021-07-01,"2021","65 - 74",121665,"Census","65 and over"
"48825",2021-07-01,"2021","75 - 84",50715,"Census","65 and over"
"48825",2021-07-01,"2021","85+",16010,"Census","65 and over"
"48825",2021-07-01,"2021","Total 65+",188385,"Census","65 and over"
"48825",2021-07-01,"2021","Total",1465175,"Census","65 and over"
