"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"13310",2006-07-01,"2006","65 - 74",5585,"Census","65 and over"
"13310",2006-07-01,"2006","75 - 84",3985,"Census","65 and over"
"13310",2006-07-01,"2006","85+",1350,"Census","65 and over"
"13310",2006-07-01,"2006","Total 65+",10920,"Census","65 and over"
"13310",2006-07-01,"2006","Total",49125,"Census","65 and over"
"13310",2011-07-01,"2011","65 - 74",6420,"Census","65 and over"
"13310",2011-07-01,"2011","75 - 84",3915,"Census","65 and over"
"13310",2011-07-01,"2011","85+",1245,"Census","65 and over"
"13310",2011-07-01,"2011","Total 65+",11585,"Census","65 and over"
"13310",2011-07-01,"2011","Total",52135,"Census","65 and over"
"13310",2016-07-01,"2016","65 - 74",8090,"Census","65 and over"
"13310",2016-07-01,"2016","75 - 84",4165,"Census","65 and over"
"13310",2016-07-01,"2016","85+",1420,"Census","65 and over"
"13310",2016-07-01,"2016","Total 65+",13675,"Census","65 and over"
"13310",2016-07-01,"2016","Total",52875,"Census","65 and over"
"13310",2021-07-01,"2021","65 - 74",9795,"Census","65 and over"
"13310",2021-07-01,"2021","75 - 84",5195,"Census","65 and over"
"13310",2021-07-01,"2021","85+",1515,"Census","65 and over"
"13310",2021-07-01,"2021","Total 65+",16505,"Census","65 and over"
"13310",2021-07-01,"2021","Total",55865,"Census","65 and over"
