"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24442",2006-07-01,"2006","65 - 74",12685,"Census","65 and over"
"24442",2006-07-01,"2006","75 - 84",8545,"Census","65 and over"
"24442",2006-07-01,"2006","85+",2770,"Census","65 and over"
"24442",2006-07-01,"2006","Total 65+",24000,"Census","65 and over"
"24442",2006-07-01,"2006","Total",141530,"Census","65 and over"
"24442",2011-07-01,"2011","65 - 74",15725,"Census","65 and over"
"24442",2011-07-01,"2011","75 - 84",9760,"Census","65 and over"
"24442",2011-07-01,"2011","85+",3905,"Census","65 and over"
"24442",2011-07-01,"2011","Total 65+",29390,"Census","65 and over"
"24442",2011-07-01,"2011","Total",151775,"Census","65 and over"
"24442",2016-07-01,"2016","65 - 74",18950,"Census","65 and over"
"24442",2016-07-01,"2016","75 - 84",8460,"Census","65 and over"
"24442",2016-07-01,"2016","85+",2325,"Census","65 and over"
"24442",2016-07-01,"2016","Total 65+",29735,"Census","65 and over"
"24442",2016-07-01,"2016","Total",150165,"Census","65 and over"
"24442",2021-07-01,"2021","65 - 74",22100,"Census","65 and over"
"24442",2021-07-01,"2021","75 - 84",11215,"Census","65 and over"
"24442",2021-07-01,"2021","85+",2825,"Census","65 and over"
"24442",2021-07-01,"2021","Total 65+",36145,"Census","65 and over"
"24442",2021-07-01,"2021","Total",155535,"Census","65 and over"
