"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"48821",2016-07-01,"2016","65 - 74",1635,"Census","65 and over"
"48821",2016-07-01,"2016","75 - 84",935,"Census","65 and over"
"48821",2016-07-01,"2016","85+",150,"Census","65 and over"
"48821",2016-07-01,"2016","Total 65+",2720,"Census","65 and over"
"48821",2016-07-01,"2016","Total",13325,"Census","65 and over"
"48821",2021-07-01,"2021","65 - 74",1935,"Census","65 and over"
"48821",2021-07-01,"2021","75 - 84",1100,"Census","65 and over"
"48821",2021-07-01,"2021","85+",295,"Census","65 and over"
"48821",2021-07-01,"2021","Total 65+",3330,"Census","65 and over"
"48821",2021-07-01,"2021","Total",14110,"Census","65 and over"
