"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"24454",2006-07-01,"2006","65 - 74",4765,"Census","65 and over"
"24454",2006-07-01,"2006","75 - 84",3025,"Census","65 and over"
"24454",2006-07-01,"2006","85+",920,"Census","65 and over"
"24454",2006-07-01,"2006","Total 65+",8710,"Census","65 and over"
"24454",2006-07-01,"2006","Total",48295,"Census","65 and over"
"24454",2011-07-01,"2011","65 - 74",5860,"Census","65 and over"
"24454",2011-07-01,"2011","75 - 84",3250,"Census","65 and over"
"24454",2011-07-01,"2011","85+",1105,"Census","65 and over"
"24454",2011-07-01,"2011","Total 65+",10215,"Census","65 and over"
"24454",2011-07-01,"2011","Total",47770,"Census","65 and over"
"24454",2016-07-01,"2016","65 - 74",6400,"Census","65 and over"
"24454",2016-07-01,"2016","75 - 84",2750,"Census","65 and over"
"24454",2016-07-01,"2016","85+",665,"Census","65 and over"
"24454",2016-07-01,"2016","Total 65+",9825,"Census","65 and over"
"24454",2016-07-01,"2016","Total",40140,"Census","65 and over"
"24454",2021-07-01,"2021","65 - 74",7005,"Census","65 and over"
"24454",2021-07-01,"2021","75 - 84",3700,"Census","65 and over"
"24454",2021-07-01,"2021","85+",840,"Census","65 and over"
"24454",2021-07-01,"2021","Total 65+",11550,"Census","65 and over"
"24454",2021-07-01,"2021","Total",40455,"Census","65 and over"
