"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59970",2006-07-01,"2006","65 - 74",4840,"Census","65 and over"
"59970",2006-07-01,"2006","75 - 84",2340,"Census","65 and over"
"59970",2006-07-01,"2006","85+",685,"Census","65 and over"
"59970",2006-07-01,"2006","Total 65+",7870,"Census","65 and over"
"59970",2006-07-01,"2006","Total",83225,"Census","65 and over"
"59970",2011-07-01,"2011","65 - 74",5985,"Census","65 and over"
"59970",2011-07-01,"2011","75 - 84",2890,"Census","65 and over"
"59970",2011-07-01,"2011","85+",870,"Census","65 and over"
"59970",2011-07-01,"2011","Total 65+",9740,"Census","65 and over"
"59970",2011-07-01,"2011","Total",84230,"Census","65 and over"
"59970",2016-07-01,"2016","65 - 74",7510,"Census","65 and over"
"59970",2016-07-01,"2016","75 - 84",3175,"Census","65 and over"
"59970",2016-07-01,"2016","85+",815,"Census","65 and over"
"59970",2016-07-01,"2016","Total 65+",11505,"Census","65 and over"
"59970",2016-07-01,"2016","Total",85135,"Census","65 and over"
"59970",2021-07-01,"2021","65 - 74",9045,"Census","65 and over"
"59970",2021-07-01,"2021","75 - 84",4060,"Census","65 and over"
"59970",2021-07-01,"2021","85+",955,"Census","65 and over"
"59970",2021-07-01,"2021","Total 65+",14065,"Census","65 and over"
"59970",2021-07-01,"2021","Total",87915,"Census","65 and over"
