"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"61995",2006-07-01,"2006","65 - 74",165,"Census","65 and over"
"61995",2006-07-01,"2006","75 - 84",75,"Census","65 and over"
"61995",2006-07-01,"2006","85+",10,"Census","65 and over"
"61995",2006-07-01,"2006","Total 65+",240,"Census","65 and over"
"61995",2006-07-01,"2006","Total",6625,"Census","65 and over"
"61995",2011-07-01,"2011","65 - 74",315,"Census","65 and over"
"61995",2011-07-01,"2011","75 - 84",95,"Census","65 and over"
"61995",2011-07-01,"2011","85+",0,"Census","65 and over"
"61995",2011-07-01,"2011","Total 65+",415,"Census","65 and over"
"61995",2011-07-01,"2011","Total",6935,"Census","65 and over"
"61995",2016-07-01,"2016","65 - 74",515,"Census","65 and over"
"61995",2016-07-01,"2016","75 - 84",110,"Census","65 and over"
"61995",2016-07-01,"2016","85+",40,"Census","65 and over"
"61995",2016-07-01,"2016","Total 65+",665,"Census","65 and over"
"61995",2016-07-01,"2016","Total",7130,"Census","65 and over"
"61995",2021-07-01,"2021","65 - 74",720,"Census","65 and over"
"61995",2021-07-01,"2021","75 - 84",200,"Census","65 and over"
"61995",2021-07-01,"2021","85+",10,"Census","65 and over"
"61995",2021-07-01,"2021","Total 65+",930,"Census","65 and over"
"61995",2021-07-01,"2021","Total",7520,"Census","65 and over"
