"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48828",2006-07-01,"2006","65 - 74",360,"Census","65 and over"
"48828",2006-07-01,"2006","75 - 84",180,"Census","65 and over"
"48828",2006-07-01,"2006","85+",50,"Census","65 and over"
"48828",2006-07-01,"2006","Total 65+",585,"Census","65 and over"
"48828",2006-07-01,"2006","Total",4770,"Census","65 and over"
"48828",2011-07-01,"2011","65 - 74",420,"Census","65 and over"
"48828",2011-07-01,"2011","75 - 84",220,"Census","65 and over"
"48828",2011-07-01,"2011","85+",70,"Census","65 and over"
"48828",2011-07-01,"2011","Total 65+",710,"Census","65 and over"
"48828",2011-07-01,"2011","Total",5175,"Census","65 and over"
"48828",2016-07-01,"2016","65 - 74",705,"Census","65 and over"
"48828",2016-07-01,"2016","75 - 84",255,"Census","65 and over"
"48828",2016-07-01,"2016","85+",60,"Census","65 and over"
"48828",2016-07-01,"2016","Total 65+",1025,"Census","65 and over"
"48828",2016-07-01,"2016","Total",5735,"Census","65 and over"
"48828",2021-07-01,"2021","65 - 74",1080,"Census","65 and over"
"48828",2021-07-01,"2021","75 - 84",415,"Census","65 and over"
"48828",2021-07-01,"2021","85+",90,"Census","65 and over"
"48828",2021-07-01,"2021","Total 65+",1590,"Census","65 and over"
"48828",2021-07-01,"2021","Total",6805,"Census","65 and over"
