"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59905",2006-07-01,"2006","65 - 74",2065,"Census","65 and over"
"59905",2006-07-01,"2006","75 - 84",1270,"Census","65 and over"
"59905",2006-07-01,"2006","85+",420,"Census","65 and over"
"59905",2006-07-01,"2006","Total 65+",3750,"Census","65 and over"
"59905",2006-07-01,"2006","Total",24140,"Census","65 and over"
"59905",2011-07-01,"2011","65 - 74",2480,"Census","65 and over"
"59905",2011-07-01,"2011","75 - 84",1385,"Census","65 and over"
"59905",2011-07-01,"2011","85+",490,"Census","65 and over"
"59905",2011-07-01,"2011","Total 65+",4355,"Census","65 and over"
"59905",2011-07-01,"2011","Total",25040,"Census","65 and over"
"59905",2016-07-01,"2016","65 - 74",3240,"Census","65 and over"
"59905",2016-07-01,"2016","75 - 84",1405,"Census","65 and over"
"59905",2016-07-01,"2016","85+",395,"Census","65 and over"
"59905",2016-07-01,"2016","Total 65+",5040,"Census","65 and over"
"59905",2016-07-01,"2016","Total",25555,"Census","65 and over"
"59905",2021-07-01,"2021","65 - 74",3680,"Census","65 and over"
"59905",2021-07-01,"2021","75 - 84",1810,"Census","65 and over"
"59905",2021-07-01,"2021","85+",495,"Census","65 and over"
"59905",2021-07-01,"2021","Total 65+",5980,"Census","65 and over"
"59905",2021-07-01,"2021","Total",26295,"Census","65 and over"
