"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"46610",2006-07-01,"2006","65 - 74",3250,"Census","65 and over"
"46610",2006-07-01,"2006","75 - 84",2660,"Census","65 and over"
"46610",2006-07-01,"2006","85+",1150,"Census","65 and over"
"46610",2006-07-01,"2006","Total 65+",7065,"Census","65 and over"
"46610",2006-07-01,"2006","Total",48255,"Census","65 and over"
"46610",2011-07-01,"2011","65 - 74",3505,"Census","65 and over"
"46610",2011-07-01,"2011","75 - 84",2445,"Census","65 and over"
"46610",2011-07-01,"2011","85+",1175,"Census","65 and over"
"46610",2011-07-01,"2011","Total 65+",7130,"Census","65 and over"
"46610",2011-07-01,"2011","Total",53230,"Census","65 and over"
"46610",2016-07-01,"2016","65 - 74",4395,"Census","65 and over"
"46610",2016-07-01,"2016","75 - 84",2405,"Census","65 and over"
"46610",2016-07-01,"2016","85+",805,"Census","65 and over"
"46610",2016-07-01,"2016","Total 65+",7600,"Census","65 and over"
"46610",2016-07-01,"2016","Total",56420,"Census","65 and over"
"46610",2021-07-01,"2021","65 - 74",4700,"Census","65 and over"
"46610",2021-07-01,"2021","75 - 84",2510,"Census","65 and over"
"46610",2021-07-01,"2021","85+",755,"Census","65 and over"
"46610",2021-07-01,"2021","Total 65+",7965,"Census","65 and over"
"46610",2021-07-01,"2021","Total",52745,"Census","65 and over"
