"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35533",2006-07-01,"2006","65 - 74",515,"Census","65 and over"
"35533",2006-07-01,"2006","75 - 84",385,"Census","65 and over"
"35533",2006-07-01,"2006","85+",120,"Census","65 and over"
"35533",2006-07-01,"2006","Total 65+",1020,"Census","65 and over"
"35533",2006-07-01,"2006","Total",4575,"Census","65 and over"
"35533",2011-07-01,"2011","65 - 74",590,"Census","65 and over"
"35533",2011-07-01,"2011","75 - 84",335,"Census","65 and over"
"35533",2011-07-01,"2011","85+",190,"Census","65 and over"
"35533",2011-07-01,"2011","Total 65+",1120,"Census","65 and over"
"35533",2011-07-01,"2011","Total",4785,"Census","65 and over"
"35533",2016-07-01,"2016","65 - 74",680,"Census","65 and over"
"35533",2016-07-01,"2016","75 - 84",400,"Census","65 and over"
"35533",2016-07-01,"2016","85+",150,"Census","65 and over"
"35533",2016-07-01,"2016","Total 65+",1230,"Census","65 and over"
"35533",2016-07-01,"2016","Total",5085,"Census","65 and over"
"35533",2021-07-01,"2021","65 - 74",830,"Census","65 and over"
"35533",2021-07-01,"2021","75 - 84",455,"Census","65 and over"
"35533",2021-07-01,"2021","85+",170,"Census","65 and over"
"35533",2021-07-01,"2021","Total 65+",1455,"Census","65 and over"
"35533",2021-07-01,"2021","Total",5465,"Census","65 and over"
