"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59965",2006-07-01,"2006","65 - 74",775,"Census","65 and over"
"59965",2006-07-01,"2006","75 - 84",425,"Census","65 and over"
"59965",2006-07-01,"2006","85+",90,"Census","65 and over"
"59965",2006-07-01,"2006","Total 65+",1290,"Census","65 and over"
"59965",2006-07-01,"2006","Total",7190,"Census","65 and over"
"59965",2011-07-01,"2011","65 - 74",765,"Census","65 and over"
"59965",2011-07-01,"2011","75 - 84",465,"Census","65 and over"
"59965",2011-07-01,"2011","85+",95,"Census","65 and over"
"59965",2011-07-01,"2011","Total 65+",1330,"Census","65 and over"
"59965",2011-07-01,"2011","Total",6240,"Census","65 and over"
"59965",2016-07-01,"2016","65 - 74",870,"Census","65 and over"
"59965",2016-07-01,"2016","75 - 84",495,"Census","65 and over"
"59965",2016-07-01,"2016","85+",105,"Census","65 and over"
"59965",2016-07-01,"2016","Total 65+",1470,"Census","65 and over"
"59965",2016-07-01,"2016","Total",6360,"Census","65 and over"
"59965",2021-07-01,"2021","65 - 74",1285,"Census","65 and over"
"59965",2021-07-01,"2021","75 - 84",660,"Census","65 and over"
"59965",2021-07-01,"2021","85+",160,"Census","65 and over"
"59965",2021-07-01,"2021","Total 65+",2105,"Census","65 and over"
"59965",2021-07-01,"2021","Total",8055,"Census","65 and over"
