"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35535",2006-07-01,"2006","65 - 74",325305,"Census","65 and over"
"35535",2006-07-01,"2006","75 - 84",214060,"Census","65 and over"
"35535",2006-07-01,"2006","85+",67665,"Census","65 and over"
"35535",2006-07-01,"2006","Total 65+",607030,"Census","65 and over"
"35535",2006-07-01,"2006","Total",5113150,"Census","65 and over"
"35535",2011-07-01,"2011","65 - 74",378420,"Census","65 and over"
"35535",2011-07-01,"2011","75 - 84",237540,"Census","65 and over"
"35535",2011-07-01,"2011","85+",90705,"Census","65 and over"
"35535",2011-07-01,"2011","Total 65+",706660,"Census","65 and over"
"35535",2011-07-01,"2011","Total",5583065,"Census","65 and over"
"35535",2016-07-01,"2016","65 - 74",472615,"Census","65 and over"
"35535",2016-07-01,"2016","75 - 84",253550,"Census","65 and over"
"35535",2016-07-01,"2016","85+",89290,"Census","65 and over"
"35535",2016-07-01,"2016","Total 65+",815455,"Census","65 and over"
"35535",2016-07-01,"2016","Total",5862855,"Census","65 and over"
"35535",2021-07-01,"2021","65 - 74",562445,"Census","65 and over"
"35535",2021-07-01,"2021","75 - 84",292720,"Census","65 and over"
"35535",2021-07-01,"2021","85+",110590,"Census","65 and over"
"35535",2021-07-01,"2021","Total 65+",965755,"Census","65 and over"
"35535",2021-07-01,"2021","Total",6142880,"Census","65 and over"
