"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"59944",2006-07-01,"2006","65 - 74",2835,"Census","65 and over"
"59944",2006-07-01,"2006","75 - 84",1560,"Census","65 and over"
"59944",2006-07-01,"2006","85+",455,"Census","65 and over"
"59944",2006-07-01,"2006","Total 65+",4850,"Census","65 and over"
"59944",2006-07-01,"2006","Total",36460,"Census","65 and over"
"59944",2011-07-01,"2011","65 - 74",3575,"Census","65 and over"
"59944",2011-07-01,"2011","75 - 84",1815,"Census","65 and over"
"59944",2011-07-01,"2011","85+",640,"Census","65 and over"
"59944",2011-07-01,"2011","Total 65+",6030,"Census","65 and over"
"59944",2011-07-01,"2011","Total",36100,"Census","65 and over"
"59944",2016-07-01,"2016","65 - 74",4930,"Census","65 and over"
"59944",2016-07-01,"2016","75 - 84",2015,"Census","65 and over"
"59944",2016-07-01,"2016","85+",570,"Census","65 and over"
"59944",2016-07-01,"2016","Total 65+",7520,"Census","65 and over"
"59944",2016-07-01,"2016","Total",37110,"Census","65 and over"
"59944",2021-07-01,"2021","65 - 74",6325,"Census","65 and over"
"59944",2021-07-01,"2021","75 - 84",2960,"Census","65 and over"
"59944",2021-07-01,"2021","85+",665,"Census","65 and over"
"59944",2021-07-01,"2021","Total 65+",9950,"Census","65 and over"
"59944",2021-07-01,"2021","Total",39930,"Census","65 and over"
