"GeoUID","Date","DateString","Age of Population","Value","Survey","Series"
"35590",2006-07-01,"2006","65 - 74",7540,"Census","65 and over"
"35590",2006-07-01,"2006","75 - 84",5210,"Census","65 and over"
"35590",2006-07-01,"2006","85+",1645,"Census","65 and over"
"35590",2006-07-01,"2006","Total 65+",14395,"Census","65 and over"
"35590",2006-07-01,"2006","Total",80100,"Census","65 and over"
"35590",2011-07-01,"2011","65 - 74",7835,"Census","65 and over"
"35590",2011-07-01,"2011","75 - 84",5590,"Census","65 and over"
"35590",2011-07-01,"2011","85+",1995,"Census","65 and over"
"35590",2011-07-01,"2011","Total 65+",15410,"Census","65 and over"
"35590",2011-07-01,"2011","Total",79800,"Census","65 and over"
"35590",2016-07-01,"2016","65 - 74",8950,"Census","65 and over"
"35590",2016-07-01,"2016","75 - 84",5275,"Census","65 and over"
"35590",2016-07-01,"2016","85+",1790,"Census","65 and over"
"35590",2016-07-01,"2016","Total 65+",16015,"Census","65 and over"
"35590",2016-07-01,"2016","Total",76670,"Census","65 and over"
"35590",2021-07-01,"2021","65 - 74",10245,"Census","65 and over"
"35590",2021-07-01,"2021","75 - 84",5555,"Census","65 and over"
"35590",2021-07-01,"2021","85+",2090,"Census","65 and over"
"35590",2021-07-01,"2021","Total 65+",17895,"Census","65 and over"
"35590",2021-07-01,"2021","Total",75420,"Census","65 and over"
