"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"12210",2006-07-01,"2006","65 - 74",1335,"Census","65 and over"
"12210",2006-07-01,"2006","75 - 84",925,"Census","65 and over"
"12210",2006-07-01,"2006","85+",275,"Census","65 and over"
"12210",2006-07-01,"2006","Total 65+",2540,"Census","65 and over"
"12210",2006-07-01,"2006","Total",10670,"Census","65 and over"
"12210",2011-07-01,"2011","65 - 74",1625,"Census","65 and over"
"12210",2011-07-01,"2011","75 - 84",935,"Census","65 and over"
"12210",2011-07-01,"2011","85+",415,"Census","65 and over"
"12210",2011-07-01,"2011","Total 65+",2975,"Census","65 and over"
"12210",2011-07-01,"2011","Total",11125,"Census","65 and over"
"12210",2016-07-01,"2016","65 - 74",1900,"Census","65 and over"
"12210",2016-07-01,"2016","75 - 84",1110,"Census","65 and over"
"12210",2016-07-01,"2016","85+",330,"Census","65 and over"
"12210",2016-07-01,"2016","Total 65+",3340,"Census","65 and over"
"12210",2016-07-01,"2016","Total",11370,"Census","65 and over"
"12210",2021-07-01,"2021","65 - 74",2235,"Census","65 and over"
"12210",2021-07-01,"2021","75 - 84",1335,"Census","65 and over"
"12210",2021-07-01,"2021","85+",335,"Census","65 and over"
"12210",2021-07-01,"2021","Total 65+",3905,"Census","65 and over"
"12210",2021-07-01,"2021","Total",11935,"Census","65 and over"
