"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"35586",1990-10-01,"1990 October","Studio",308,"Good","Rms","Median Rent"
"35586",1990-10-01,"1990 October","1 Bedroom",400,"Very good","Rms","Median Rent"
"35586",1990-10-01,"1990 October","2 Bedroom",565,"Very good","Rms","Median Rent"
"35586",1990-10-01,"1990 October","3 Bedroom +",570,"Very good","Rms","Median Rent"
"35586",1990-10-01,"1990 October","Total",505,"Excellent","Rms","Median Rent"
"35586",1991-10-01,"1991 October","Studio",350,"Very good","Rms","Median Rent"
"35586",1991-10-01,"1991 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",1991-10-01,"1991 October","2 Bedroom",599,"Excellent","Rms","Median Rent"
"35586",1991-10-01,"1991 October","3 Bedroom +",690,"Very good","Rms","Median Rent"
"35586",1991-10-01,"1991 October","Total",530,"Excellent","Rms","Median Rent"
"35586",1992-10-01,"1992 October","Studio",350,"Very good","Rms","Median Rent"
"35586",1992-10-01,"1992 October","1 Bedroom",445,"Excellent","Rms","Median Rent"
"35586",1992-10-01,"1992 October","2 Bedroom",599,"Excellent","Rms","Median Rent"
"35586",1992-10-01,"1992 October","3 Bedroom +",690,"Very good","Rms","Median Rent"
"35586",1992-10-01,"1992 October","Total",520,"Excellent","Rms","Median Rent"
"35586",1993-10-01,"1993 October","Studio",350,"Good","Rms","Median Rent"
"35586",1993-10-01,"1993 October","1 Bedroom",440,"Excellent","Rms","Median Rent"
"35586",1993-10-01,"1993 October","2 Bedroom",599,"Excellent","Rms","Median Rent"
"35586",1993-10-01,"1993 October","3 Bedroom +",650,"Excellent","Rms","Median Rent"
"35586",1993-10-01,"1993 October","Total",542,"Excellent","Rms","Median Rent"
"35586",1994-10-01,"1994 October","Studio",350,"Very good","Rms","Median Rent"
"35586",1994-10-01,"1994 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",1994-10-01,"1994 October","2 Bedroom",599,"Excellent","Rms","Median Rent"
"35586",1994-10-01,"1994 October","3 Bedroom +",645,"Excellent","Rms","Median Rent"
"35586",1994-10-01,"1994 October","Total",525,"Excellent","Rms","Median Rent"
"35586",1995-10-01,"1995 October","Studio",350,"Very good","Rms","Median Rent"
"35586",1995-10-01,"1995 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",1995-10-01,"1995 October","2 Bedroom",600,"Excellent","Rms","Median Rent"
"35586",1995-10-01,"1995 October","3 Bedroom +",700,"Excellent","Rms","Median Rent"
"35586",1995-10-01,"1995 October","Total",520,"Excellent","Rms","Median Rent"
"35586",1996-10-01,"1996 October","Studio",350,"Excellent","Rms","Median Rent"
"35586",1996-10-01,"1996 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",1996-10-01,"1996 October","2 Bedroom",600,"Excellent","Rms","Median Rent"
"35586",1996-10-01,"1996 October","3 Bedroom +",700,"Excellent","Rms","Median Rent"
"35586",1996-10-01,"1996 October","Total",550,"Excellent","Rms","Median Rent"
"35586",1997-10-01,"1997 October","Studio",350,"Excellent","Rms","Median Rent"
"35586",1997-10-01,"1997 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",1997-10-01,"1997 October","2 Bedroom",600,"Excellent","Rms","Median Rent"
"35586",1997-10-01,"1997 October","3 Bedroom +",690,"Excellent","Rms","Median Rent"
"35586",1997-10-01,"1997 October","Total",549,"Excellent","Rms","Median Rent"
"35586",1998-10-01,"1998 October","Studio",350,"Excellent","Rms","Median Rent"
"35586",1998-10-01,"1998 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",1998-10-01,"1998 October","2 Bedroom",600,"Excellent","Rms","Median Rent"
"35586",1998-10-01,"1998 October","3 Bedroom +",700,"Excellent","Rms","Median Rent"
"35586",1998-10-01,"1998 October","Total",550,"Excellent","Rms","Median Rent"
"35586",1999-10-01,"1999 October","Studio",350,"Excellent","Rms","Median Rent"
"35586",1999-10-01,"1999 October","1 Bedroom",455,"Excellent","Rms","Median Rent"
"35586",1999-10-01,"1999 October","2 Bedroom",590,"Excellent","Rms","Median Rent"
"35586",1999-10-01,"1999 October","3 Bedroom +",635,"Excellent","Rms","Median Rent"
"35586",1999-10-01,"1999 October","Total",565,"Excellent","Rms","Median Rent"
"35586",2000-10-01,"2000 October","Studio",375,"Excellent","Rms","Median Rent"
"35586",2000-10-01,"2000 October","1 Bedroom",450,"Excellent","Rms","Median Rent"
"35586",2000-10-01,"2000 October","2 Bedroom",590,"Excellent","Rms","Median Rent"
"35586",2000-10-01,"2000 October","3 Bedroom +",635,"Excellent","Rms","Median Rent"
"35586",2000-10-01,"2000 October","Total",550,"Excellent","Rms","Median Rent"
"35586",2001-10-01,"2001 October","Studio",375,"Excellent","Rms","Median Rent"
"35586",2001-10-01,"2001 October","1 Bedroom",455,"Excellent","Rms","Median Rent"
"35586",2001-10-01,"2001 October","2 Bedroom",595,"Excellent","Rms","Median Rent"
"35586",2001-10-01,"2001 October","3 Bedroom +",635,"Excellent","Rms","Median Rent"
"35586",2001-10-01,"2001 October","Total",550,"Excellent","Rms","Median Rent"
"35586",2002-10-01,"2002 October","Studio",375,"Excellent","Rms","Median Rent"
