St. Catharines - Niagara — Historical Starts by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,103,14,0,212,329,
Feb 1990,104,10,0,70,184,
Mar 1990,123,10,178,33,344,
Apr 1990,172,8,4,28,212,
May 1990,108,6,4,9,127,
Jun 1990,142,18,60,111,331,
Jul 1990,93,24,0,185,302,
Aug 1990,87,26,4,169,286,
Sep 1990,69,46,84,53,252,
Oct 1990,47,10,0,2,59,
Nov 1990,31,8,0,0,39,
Dec 1990,30,4,0,7,41,
Jan 1991,30,2,28,0,60,
Feb 1991,13,12,6,139,170,
Mar 1991,16,8,0,0,24,
Apr 1991,26,8,4,0,38,
May 1991,72,31,7,18,128,
Jun 1991,66,10,64,39,179,
Jul 1991,63,6,12,136,217,
Aug 1991,61,6,12,2,81,
Sep 1991,48,12,0,123,183,
Oct 1991,53,10,65,0,128,
Nov 1991,60,2,16,0,78,
Dec 1991,50,10,11,0,71,
Jan 1992,16,8,7,0,31,
Feb 1992,21,4,0,0,25,
Mar 1992,31,6,213,193,443,
Apr 1992,50,12,85,77,224,
May 1992,44,18,59,24,145,
Jun 1992,50,6,8,0,64,
Jul 1992,113,14,37,14,178,
Aug 1992,67,2,41,24,134,
Sep 1992,38,10,43,14,105,
Oct 1992,84,6,0,4,94,
Nov 1992,85,8,4,0,97,
Dec 1992,47,16,66,0,129,
Jan 1993,43,6,0,22,71,
Feb 1993,25,4,32,7,68,
Mar 1993,27,2,7,0,36,
Apr 1993,44,12,38,81,175,
May 1993,47,10,0,0,57,
Jun 1993,70,26,12,0,108,
Jul 1993,59,12,12,0,83,
Aug 1993,51,4,20,0,75,
Sep 1993,61,14,0,0,75,
Oct 1993,72,6,82,0,160,
Nov 1993,51,10,7,0,68,
Dec 1993,25,6,8,0,39,
Jan 1994,19,8,54,0,81,
Feb 1994,25,6,6,0,37,
Mar 1994,27,6,10,0,43,
Apr 1994,86,8,32,0,126,
May 1994,111,16,68,137,332,
