Moncton — Historical Starts by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,3,0,0,0,3,
Feb 1990,3,0,0,0,3,
Mar 1990,19,2,6,0,27,
Apr 1990,64,2,0,0,66,
May 1990,46,2,6,0,54,
Jun 1990,64,6,4,25,99,
Jul 1990,22,0,0,0,22,
Aug 1990,74,10,0,12,96,
Sep 1990,18,0,0,13,31,
Oct 1990,54,4,0,118,176,
Nov 1990,21,8,4,18,51,
Dec 1990,6,0,0,0,6,
Jan 1991,2,2,0,0,4,
Feb 1991,3,0,0,0,3,
Mar 1991,2,0,0,0,2,
Apr 1991,14,8,0,0,22,
May 1991,42,6,0,12,60,
Jun 1991,32,2,6,32,72,
Jul 1991,18,0,0,0,18,
Aug 1991,82,18,8,24,132,
Sep 1991,22,6,0,32,60,
Oct 1991,38,12,4,0,54,
Nov 1991,31,2,0,0,33,
Dec 1991,12,14,0,0,26,
Jan 1992,1,0,0,0,1,
Feb 1992,2,2,0,0,4,
Mar 1992,2,0,0,0,2,
Apr 1992,15,2,0,0,17,
May 1992,41,12,0,79,132,
Jun 1992,37,10,0,58,105,
Jul 1992,61,12,0,44,117,
Aug 1992,57,8,3,14,82,
Sep 1992,37,24,0,68,129,
Oct 1992,51,28,4,32,115,
Nov 1992,48,14,4,14,80,
Dec 1992,9,6,0,0,15,
Jan 1993,6,0,0,0,6,
Feb 1993,3,0,0,0,3,
Mar 1993,4,0,0,0,4,
Apr 1993,15,2,0,24,41,
May 1993,43,20,0,0,63,
Jun 1993,53,24,0,96,173,
Jul 1993,44,6,0,38,88,
Aug 1993,50,18,3,97,168,
Sep 1993,24,4,24,105,157,
Oct 1993,50,8,3,4,65,
Nov 1993,35,20,40,4,99,
Dec 1993,8,18,0,0,26,
Jan 1994,10,0,0,0,10,
Feb 1994,3,2,0,0,5,
Mar 1994,3,0,0,0,3,
Apr 1994,30,4,0,0,34,
May 1994,79,10,0,0,89,
Jun 1994,54,10,4,63,131,
Jul 1994,56,22,0,0,78,
Aug 1994,66,16,6,0,88,
Sep 1994,34,12,4,12,62,
Oct 1994,51,8,4,20,83,
Nov 1994,25,2,0,0,27,
Dec 1994,16,6,0,0,22,
Jan 1995,4,0,0,0,4,
Feb 1995,3,0,0,0,3,
Mar 1995,6,0,0,0,6,
Apr 1995,22,0,0,0,22,
May 1995,40,8,0,16,64,
Jun 1995,34,14,0,30,78,
Jul 1995,60,10,3,24,97,
Aug 1995,52,10,0,36,98,
Sep 1995,30,14,8,48,100,
Oct 1995,56,14,0,72,142,
Nov 1995,30,4,0,0,34,
Dec 1995,7,6,0,12,25,
Jan 1996,1,0,0,0,1,
Feb 1996,1,2,0,0,3,
Mar 1996,2,2,0,0,4,
Apr 1996,40,14,0,0,54,
May 1996,49,18,0,23,90,
Jun 1996,58,12,0,36,106,
Jul 1996,69,6,0,25,100,
Aug 1996,32,8,0,42,82,
Sep 1996,52,4,4,20,80,
Oct 1996,47,8,0,4,59,
Nov 1996,41,0,0,30,71,
Dec 1996,25,6,0,16,47,
Jan 1997,11,6,0,0,17,
Feb 1997,4,0,0,0,4,
Mar 1997,4,0,0,0,4,
Apr 1997,37,4,0,99,140,
May 1997,44,12,3,16,75,
Jun 1997,67,4,6,28,105,
Jul 1997,57,4,7,4,72,
Aug 1997,36,4,0,0,40,
Sep 1997,38,10,0,0,48,
Oct 1997,41,6,13,0,60,
Nov 1997,30,8,0,20,58,
Dec 1997,21,12,0,0,33,
Jan 1998,3,0,0,0,3,
Feb 1998,2,0,0,0,2,
Mar 1998,3,2,0,0,5,
Apr 1998,12,0,0,0,12,
May 1998,54,4,3,12,73,
Jun 1998,73,8,0,12,93,
Jul 1998,53,8,4,30,95,
Aug 1998,53,6,0,12,71,
Sep 1998,40,6,0,0,46,
Oct 1998,42,10,0,46,98,
Nov 1998,53,8,0,0,61,
Dec 1998,60,4,0,0,64,
Jan 1999,9,2,0,0,11,
Feb 1999,8,2,0,0,10,
Mar 1999,5,0,0,0,5,
Apr 1999,11,12,6,15,44,
