Saint John — Starts (SAAR)  
January 1990 to March 2024
1990 January,270,
1990 February,"1,893",
1990 March,"1,459",
1990 April,859,
1990 May,684,
1990 June,646,
1990 July,478,
1990 August,512,
1990 September,552,
1990 October,411,
1990 November,578,
1990 December,562,
1991 January,768,
1991 February,484,
1991 March,342,
1991 April,214,
1991 May,505,
1991 June,233,
1991 July,555,
1991 August,222,
1991 September,298,
1991 October,309,
1991 November,511,
1991 December,"1,139",
1992 January,406,
1992 February,127,
1992 March,589,
1992 April,381,
1992 May,366,
1992 June,611,
1992 July,748,
1992 August,477,
1992 September,367,
1992 October,562,
1992 November,456,
1992 December,654,
1993 January,824,
1993 February,317,
1993 March,308,
1993 April,259,
1993 May,445,
1993 June,548,
1993 July,417,
1993 August,421,
1993 September,468,
1993 October,489,
1993 November,562,
1993 December,566,
1994 January,398,
1994 February,"1,019",
1994 March,616,
1994 April,718,
1994 May,267,
1994 June,611,
1994 July,560,
1994 August,300,
1994 September,599,
1994 October,356,
1994 November,204,
1994 December,334,
1995 January,149,
1995 February,378,
1995 March,135,
1995 April,235,
1995 May,343,
1995 June,277,
1995 July,196,
1995 August,436,
1995 September,134,
1995 October,442,
1995 November,184,
1995 December,411,
1996 January,237,
1996 February,135,
1996 March,180,
1996 April,276,
1996 May,325,
1996 June,346,
1996 July,207,
1996 August,342,
1996 September,301,
1996 October,399,
1996 November,477,
1996 December,299,
1997 January,375,
1997 February,254,
1997 March,167,
1997 April,271,
1997 May,167,
1997 June,215,
1997 July,191,
1997 August,331,
1997 September,289,
1997 October,342,
1997 November,202,
1997 December,214,
1998 January,51,
1998 February,122,
1998 March,216,
1998 April,203,
1998 May,279,
1998 June,272,
1998 July,481,
1998 August,407,
1998 September,150,
1998 October,246,
1998 November,342,
1998 December,389,
1999 January,174,
1999 February,171,
1999 March,504,
1999 April,332,
1999 May,182,
1999 June,424,
1999 July,282,
1999 August,164,
1999 September,391,
1999 October,222,
1999 November,461,
1999 December,277,
