Oshawa — Starts (SAAR)  
January 1990 to March 2024
1990 January,"2,631",
1990 February,"2,559",
1990 March,"5,421",
1990 April,"1,901",
1990 May,"1,624",
1990 June,"1,695",
1990 July,"1,162",
1990 August,765,
1990 September,"3,550",
1990 October,"2,612",
1990 November,"2,353",
1990 December,"1,258",
1991 January,"4,361",
1991 February,763,
1991 March,"1,716",
1991 April,"1,194",
1991 May,"1,546",
1991 June,"3,440",
1991 July,"3,546",
1991 August,"5,822",
1991 September,920,
1991 October,"2,165",
1991 November,"2,797",
1991 December,"2,393",
1992 January,"1,979",
1992 February,"6,066",
1992 March,"4,283",
1992 April,"1,085",
1992 May,"2,189",
1992 June,"1,591",
1992 July,"2,433",
1992 August,"1,770",
1992 September,"1,237",
1992 October,"2,356",
1992 November,"1,709",
1992 December,642,
1993 January,873,
1993 February,977,
1993 March,637,
1993 April,911,
1993 May,"1,105",
1993 June,"1,245",
1993 July,"1,913",
1993 August,"1,394",
1993 September,"1,328",
1993 October,"1,768",
1993 November,"3,179",
1993 December,"1,311",
1994 January,"2,153",
1994 February,"1,899",
1994 March,"1,450",
1994 April,"1,698",
1994 May,"2,825",
1994 June,"2,340",
1994 July,"2,206",
1994 August,"1,511",
1994 September,"2,291",
1994 October,"1,253",
1994 November,"1,526",
1994 December,"1,432",
1995 January,"1,742",
1995 February,"1,364",
1995 March,"2,837",
1995 April,"1,482",
1995 May,"1,519",
1995 June,"1,231",
1995 July,"1,071",
1995 August,"1,042",
1995 September,"1,172",
1995 October,"1,466",
1995 November,902,
1995 December,"1,254",
1996 January,711,
1996 February,846,
1996 March,755,
1996 April,"1,205",
1996 May,"1,268",
1996 June,"1,485",
1996 July,"1,939",
1996 August,"2,081",
1996 September,"1,709",
1996 October,"1,804",
1996 November,"2,345",
1996 December,"2,074",
1997 January,"1,606",
1997 February,"1,449",
1997 March,"2,395",
1997 April,"1,866",
1997 May,"1,977",
1997 June,"3,555",
1997 July,"1,743",
1997 August,"2,316",
1997 September,"2,588",
1997 October,"2,021",
1997 November,"1,446",
1997 December,"1,833",
1998 January,"1,929",
1998 February,"2,237",
1998 March,"1,400",
1998 April,"1,526",
1998 May,"1,927",
1998 June,"1,148",
1998 July,727,
1998 August,"2,184",
1998 September,"3,299",
1998 October,"1,706",
1998 November,"1,636",
1998 December,"2,048",
1999 January,"1,878",
1999 February,"2,103",
1999 March,"1,616",
1999 April,"1,995",
1999 May,"2,663",
1999 June,"2,850",
1999 July,"2,590",
1999 August,"2,279",
1999 September,"2,615",
1999 October,"2,792",
1999 November,"2,582",
1999 December,"2,995",
2000 January,"2,390",
2000 February,"1,633",
2000 March,"4,402",
2000 April,"2,843",
2000 May,"2,753",
2000 June,"2,670",
2000 July,"3,412",
2000 August,"4,363",
2000 September,"3,079",
2000 October,"2,432",
2000 November,"2,858",
2000 December,"2,023",
2001 January,"2,017",
2001 February,"2,801",
2001 March,"3,048",
2001 April,"2,522",
2001 May,"1,265",
2001 June,"3,463",
2001 July,"2,527",
2001 August,"2,279",
2001 September,"2,078",
2001 October,"1,544",
2001 November,"3,318",
2001 December,"4,868",
2002 January,"4,676",
2002 February,"3,469",
2002 March,"4,501",
2002 April,"4,012",
2002 May,"3,049",
2002 June,"3,313",
2002 July,"3,117",
2002 August,"3,521",
2002 September,"3,510",
2002 October,"3,515",
2002 November,"2,895",
2002 December,"3,436",
2003 January,"3,832",
2003 February,"3,877",
2003 March,"3,149",
2003 April,"4,102",
2003 May,"3,671",
2003 June,"3,599",
2003 July,"4,388",
2003 August,"4,012",
2003 September,"5,277",
2003 October,"4,317",
2003 November,"4,117",
2003 December,"2,731",
2004 January,"1,567",
2004 February,"2,057",
2004 March,"4,266",
2004 April,"4,277",
2004 May,"4,476",
2004 June,"5,280",
2004 July,"3,363",
2004 August,"2,492",
2004 September,"1,799",
2004 October,"1,943",
2004 November,"3,348",
2004 December,"1,915",
2005 January,"1,555",
2005 February,"1,129",
2005 March,"2,078",
2005 April,"3,127",
2005 May,"3,222",
2005 June,"3,557",
2005 July,"2,770",
2005 August,"3,735",
2005 September,"2,930",
2005 October,"2,128",
2005 November,"3,389",
2005 December,"3,903",
2006 January,"3,057",
2006 February,"6,131",
2006 March,"4,138",
