Montréal — Starts (SAAR)  
January 1998 to March 2024
1998 January,"7,428",
1998 February,"8,062",
1998 March,"9,328",
1998 April,"12,948",
1998 May,"10,093",
1998 June,"11,780",
1998 July,"8,076",
1998 August,"10,526",
1998 September,"8,530",
1998 October,"11,559",
1998 November,"11,222",
1998 December,"13,986",
1999 January,"13,803",
1999 February,"8,469",
1999 March,"9,559",
1999 April,"12,814",
1999 May,"11,665",
1999 June,"12,032",
1999 July,"10,766",
1999 August,"9,288",
1999 September,"18,899",
1999 October,"14,173",
1999 November,"12,721",
1999 December,"15,157",
2000 January,"9,957",
2000 February,"10,256",
2000 March,"12,733",
2000 April,"11,240",
2000 May,"12,066",
2000 June,"11,532",
2000 July,"13,733",
2000 August,"14,836",
2000 September,"16,089",
2000 October,"13,775",
2000 November,"16,982",
2000 December,"9,776",
2001 January,"10,582",
2001 February,"13,461",
2001 March,"11,837",
2001 April,"15,143",
2001 May,"11,374",
2001 June,"12,994",
2001 July,"13,210",
2001 August,"10,284",
2001 September,"10,947",
2001 October,"13,413",
2001 November,"14,018",
2001 December,"21,526",
2002 January,"20,371",
2002 February,"18,218",
2002 March,"16,563",
2002 April,"21,984",
2002 May,"16,866",
2002 June,"23,187",
2002 July,"18,432",
2002 August,"22,205",
2002 September,"22,470",
2002 October,"22,769",
2002 November,"21,984",
2002 December,"22,092",
2003 January,"23,756",
2003 February,"18,094",
2003 March,"14,861",
2003 April,"21,628",
2003 May,"23,827",
2003 June,"21,919",
2003 July,"24,302",
2003 August,"30,748",
2003 September,"27,447",
2003 October,"28,619",
2003 November,"30,338",
2003 December,"27,501",
2004 January,"22,342",
2004 February,"20,744",
2004 March,"30,043",
2004 April,"34,877",
2004 May,"36,109",
2004 June,"27,880",
2004 July,"25,426",
2004 August,"30,707",
2004 September,"24,522",
2004 October,"27,501",
2004 November,"36,033",
2004 December,"25,750",
2005 January,"21,177",
2005 February,"21,801",
2005 March,"17,719",
2005 April,"34,064",
2005 May,"23,544",
2005 June,"22,623",
2005 July,"28,415",
2005 August,"22,873",
2005 September,"31,422",
2005 October,"26,039",
2005 November,"28,110",
2005 December,"25,782",
2006 January,"17,295",
2006 February,"20,471",
2006 March,"26,485",
2006 April,"19,787",
2006 May,"21,212",
2006 June,"17,533",
2006 July,"17,516",
2006 August,"23,472",
