Vancouver — Starts (SAAR)  
January 1990 to March 2024
1990 January,"23,153",
1990 February,"26,236",
1990 March,"23,489",
1990 April,"23,681",
1990 May,"27,030",
1990 June,"20,563",
1990 July,"13,060",
1990 August,"16,610",
1990 September,"13,401",
1990 October,"12,245",
1990 November,"8,755",
1990 December,"10,788",
1991 January,"8,660",
1991 February,"8,366",
1991 March,"8,034",
1991 April,"9,195",
1991 May,"19,913",
1991 June,"20,176",
1991 July,"20,050",
1991 August,"13,174",
1991 September,"13,054",
1991 October,"23,685",
1991 November,"14,503",
1991 December,"17,637",
1992 January,"13,844",
1992 February,"14,278",
1992 March,"19,164",
1992 April,"16,444",
1992 May,"13,943",
1992 June,"24,976",
1992 July,"20,033",
1992 August,"21,533",
1992 September,"19,428",
1992 October,"17,964",
1992 November,"19,575",
1992 December,"23,050",
1993 January,"13,314",
1993 February,"17,358",
1993 March,"21,241",
1993 April,"23,179",
1993 May,"19,672",
1993 June,"22,198",
1993 July,"21,963",
1993 August,"30,196",
1993 September,"17,553",
1993 October,"21,697",
1993 November,"19,604",
1993 December,"27,450",
1994 January,"17,232",
1994 February,"22,824",
1994 March,"22,732",
1994 April,"13,689",
1994 May,"18,090",
1994 June,"25,272",
1994 July,"18,452",
1994 August,"20,708",
1994 September,"22,671",
1994 October,"20,940",
1994 November,"23,463",
1994 December,"18,746",
1995 January,"22,269",
1995 February,"16,182",
1995 March,"10,593",
1995 April,"18,078",
1995 May,"12,176",
1995 June,"18,204",
1995 July,"13,143",
1995 August,"13,183",
1995 September,"17,690",
1995 October,"9,093",
1995 November,"15,280",
1995 December,"14,932",
1996 January,"10,578",
1996 February,"14,328",
1996 March,"11,966",
1996 April,"12,347",
1996 May,"15,894",
1996 June,"20,008",
1996 July,"24,702",
1996 August,"17,749",
1996 September,"16,084",
1996 October,"9,541",
1996 November,"17,010",
1996 December,"14,630",
1997 January,"10,129",
1997 February,"15,010",
1997 March,"10,636",
1997 April,"12,237",
1997 May,"20,113",
1997 June,"20,160",
1997 July,"18,638",
1997 August,"18,080",
1997 September,"16,133",
1997 October,"17,844",
1997 November,"17,036",
1997 December,"15,085",
1998 January,"9,933",
1998 February,"15,866",
1998 March,"11,673",
1998 April,"12,689",
1998 May,"12,615",
1998 June,"13,637",
1998 July,"13,462",
1998 August,"14,616",
1998 September,"12,105",
1998 October,"9,071",
1998 November,"8,295",
1998 December,"9,376",
1999 January,"5,079",
1999 February,"8,420",
1999 March,"11,913",
1999 April,"5,830",
1999 May,"8,550",
1999 June,"6,887",
1999 July,"9,551",
1999 August,"8,606",
1999 September,"9,673",
1999 October,"6,916",
1999 November,"9,801",
1999 December,"12,167",
2000 January,"4,558",
2000 February,"9,775",
2000 March,"6,003",
2000 April,"10,447",
2000 May,"10,919",
2000 June,"7,238",
2000 July,"6,734",
2000 August,"5,970",
2000 September,"9,631",
2000 October,"13,702",
2000 November,"6,385",
2000 December,"6,995",
2001 January,"12,858",
2001 February,"8,027",
2001 March,"6,955",
2001 April,"12,142",
2001 May,"15,377",
2001 June,"14,859",
2001 July,"12,771",
2001 August,"8,151",
2001 September,"11,230",
2001 October,"9,017",
2001 November,"9,289",
2001 December,"9,952",
2002 January,"12,795",
2002 February,"6,780",
2002 March,"9,957",
2002 April,"8,190",
2002 May,"15,310",
2002 June,"17,124",
2002 July,"13,147",
2002 August,"21,479",
2002 September,"11,858",
2002 October,"10,529",
2002 November,"17,826",
2002 December,"13,058",
2003 January,"9,324",
2003 February,"12,835",
2003 March,"11,582",
2003 April,"16,053",
2003 May,"13,550",
2003 June,"13,491",
2003 July,"19,480",
2003 August,"17,354",
2003 September,"23,205",
2003 October,"23,427",
2003 November,"14,205",
2003 December,"13,620",
2004 January,"20,598",
2004 February,"13,194",
2004 March,"12,902",
2004 April,"29,405",
2004 May,"21,854",
2004 June,"19,636",
2004 July,"16,751",
2004 August,"26,779",
2004 September,"19,927",
2004 October,"13,585",
2004 November,"20,718",
2004 December,"17,976",
2005 January,"17,321",
2005 February,"14,946",
2005 March,"18,906",
2005 April,"15,904",
2005 May,"21,333",
2005 June,"14,857",
2005 July,"18,979",
2005 August,"20,175",
2005 September,"23,429",
2005 October,"23,934",
2005 November,"16,205",
2005 December,"21,038",
2006 January,"14,602",
2006 February,"24,558",
2006 March,"24,525",
2006 April,"27,291",
2006 May,"14,988",
2006 June,"14,685",
2006 July,"25,065",
2006 August,"15,212",
2006 September,"15,000",
2006 October,"14,854",
2006 November,"16,812",
2006 December,"16,645",
2007 January,"16,994",
2007 February,"15,508",
2007 March,"21,230",
2007 April,"16,968",
2007 May,"22,684",
2007 June,"19,407",
2007 July,"17,652",
2007 August,"21,824",
2007 September,"25,379",
2007 October,"22,632",
2007 November,"33,090",
2007 December,"15,663",
2008 January,"17,037",
2008 February,"30,004",
2008 March,"16,496",
2008 April,"18,594",
2008 May,"20,924",
2008 June,"20,037",
2008 July,"22,286",
2008 August,"18,230",
2008 September,"23,754",
2008 October,"21,862",
2008 November,"11,567",
2008 December,"13,901",
2009 January,"7,621",
2009 February,"8,674",
2009 March,"6,254",
2009 April,"5,738",
2009 May,"5,504",
2009 June,"6,492",
2009 July,"5,897",
2009 August,"10,554",
2009 September,"9,736",
2009 October,"10,211",
2009 November,"9,365",
2009 December,"13,334",
2010 January,"12,329",
2010 February,"18,091",
2010 March,"11,193",
2010 April,"14,990",
2010 May,"13,739",
2010 June,"14,298",
2010 July,"13,021",
2010 August,"16,954",
2010 September,"19,169",
2010 October,"16,851",
2010 November,"11,101",
2010 December,"21,212",
2011 January,"17,763",
2011 February,"17,652",
2011 March,"11,998",
2011 April,"15,929",
2011 May,"23,531",
2011 June,"15,556",
2011 July,"18,013",
2011 August,"16,795",
2011 September,"21,032",
2011 October,"20,258",
2011 November,"20,316",
2011 December,"15,388",
2012 January,"19,402",
2012 February,"23,130",
2012 March,"14,949",
2012 April,"15,934",
2012 May,"19,907",
2012 June,"26,544",
2012 July,"16,846",
2012 August,"20,497",
2012 September,"20,369",
2012 October,"20,962",
2012 November,"14,936",
2012 December,"14,828",
2013 January,"15,882",
2013 February,"14,175",
2013 March,"20,033",
2013 April,"17,976",
2013 May,"14,710",
2013 June,"22,616",
2013 July,"23,705",
2013 August,"17,559",
2013 September,"20,581",
2013 October,"18,066",
2013 November,"17,776",
2013 December,"21,447",
2014 January,"19,196",
2014 February,"14,792",
2014 March,"20,489",
2014 April,"17,552",
2014 May,"19,830",
2014 June,"18,186",
2014 July,"18,748",
2014 August,"26,784",
2014 September,"19,495",
2014 October,"14,551",
2014 November,"19,570",
2014 December,"21,436",
2015 January,"16,586",
2015 February,"13,408",
2015 March,"23,706",
2015 April,"23,833",
2015 May,"17,212",
2015 June,"25,376",
2015 July,"27,173",
2015 August,"16,971",
2015 September,"17,861",
2015 October,"24,930",
2015 November,"17,876",
2015 December,"25,512",
2016 January,"22,137",
2016 February,"37,562",
2016 March,"28,303",
2016 April,"32,777",
2016 May,"23,467",
2016 June,"35,343",
2016 July,"24,641",
2016 August,"24,150",
2016 September,"36,505",
2016 October,"12,156",
2016 November,"31,760",
2016 December,"26,304",
2017 January,"16,485",
2017 February,"18,585",
2017 March,"30,690",
2017 April,"29,490",
2017 May,"29,198",
2017 June,"23,907",
2017 July,"27,988",
2017 August,"20,861",
2017 September,"18,066",
2017 October,"35,019",
2017 November,"30,599",
2017 December,"33,129",
2018 January,"32,976",
2018 February,"20,744",
2018 March,"32,390",
2018 April,"23,275",
2018 May,"26,706",
2018 June,"16,941",
2018 July,"25,125",
2018 August,"24,485",
2018 September,"14,283",
2018 October,"17,859",
2018 November,"22,060",
2018 December,"24,726",
2019 January,"25,647",
2019 February,"25,054",
2019 March,"20,909",
2019 April,"34,079",
2019 May,"42,796",
2019 June,"41,300",
2019 July,"31,754",
2019 August,"19,680",
2019 September,"25,042",
2019 October,"15,799",
2019 November,"27,805",
2019 December,"27,698",
2020 January,"13,160",
2020 February,"20,122",
2020 March,"20,998",
2020 April,"15,009",
2020 May,"25,000",
