Trois-Rivières — Historical Starts by Dwelling Type  
January 1990 to March 2024 Rental
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,0,54,54,
Feb 1990,0,0,0,31,31,
Mar 1990,0,0,0,14,14,
Apr 1990,0,4,0,177,181,
May 1990,0,0,0,68,68,
Jun 1990,0,0,0,87,87,
Jul 1990,1,2,0,58,61,
Aug 1990,0,0,0,0,0,
Sep 1990,0,2,0,62,64,
Oct 1990,0,0,0,54,54,
Nov 1990,0,0,0,143,143,
Dec 1990,0,2,0,32,34,
Jan 1991,0,0,0,0,0,
Feb 1991,0,0,0,8,8,
Mar 1991,0,0,0,75,75,
Apr 1991,0,0,0,26,26,
May 1991,0,4,0,138,142,
Jun 1991,0,0,0,27,27,
Jul 1991,0,0,0,47,47,
Aug 1991,0,0,0,4,4,
Sep 1991,0,2,0,6,8,
Oct 1991,0,0,3,44,47,
Nov 1991,0,0,0,31,31,
Dec 1991,0,0,0,0,0,
Jan 1992,0,0,0,3,3,
Feb 1992,0,0,0,11,11,
Mar 1992,0,0,0,9,9,
Apr 1992,0,0,0,22,22,
May 1992,1,0,0,22,23,
Jun 1992,0,0,0,8,8,
Jul 1992,0,0,0,35,35,
Aug 1992,0,0,0,12,12,
Sep 1992,0,0,4,0,4,
Oct 1992,0,0,0,40,40,
Nov 1992,0,0,0,4,4,
Dec 1992,0,0,0,42,42,
Jan 1993,0,0,0,28,28,
Feb 1993,0,0,0,4,4,
Mar 1993,0,0,0,0,0,
Apr 1993,0,0,0,76,76,
May 1993,0,0,0,4,4,
Jun 1993,0,0,0,0,0,
Jul 1993,0,0,0,12,12,
Aug 1993,0,0,0,0,0,
Sep 1993,0,2,0,4,6,
Oct 1993,0,2,0,12,14,
Nov 1993,0,4,6,13,23,
Dec 1993,0,0,4,51,55,
Jan 1994,0,0,0,8,8,
Feb 1994,0,0,0,6,6,
Mar 1994,0,0,0,40,40,
Apr 1994,1,0,0,12,13,
May 1994,0,0,8,45,53,
Jun 1994,0,0,0,44,44,
Jul 1994,0,0,0,5,5,
Aug 1994,0,0,0,10,10,
