Saint John — Historical Starts by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,11,0,0,0,11,
Feb 1990,31,2,4,0,37,
Mar 1990,37,0,0,0,37,
Apr 1990,50,0,0,0,50,
May 1990,77,0,0,0,77,
Jun 1990,41,0,6,19,66,
Jul 1990,30,0,0,20,50,
Aug 1990,51,2,0,0,53,
Sep 1990,61,0,0,0,61,
Oct 1990,50,0,0,0,50,
Nov 1990,51,2,0,0,53,
Dec 1990,30,0,14,0,44,
Jan 1991,21,0,0,20,41,
Feb 1991,8,0,0,0,8,
Mar 1991,11,0,0,0,11,
Apr 1991,10,0,0,0,10,
May 1991,40,2,10,0,52,
Jun 1991,28,0,0,0,28,
Jul 1991,45,2,14,0,61,
Aug 1991,24,0,0,0,24,
Sep 1991,33,0,0,0,33,
Oct 1991,37,0,0,0,37,
Nov 1991,18,2,0,24,44,
Dec 1991,29,0,13,50,92,
Jan 1992,16,0,0,0,16,
Feb 1992,2,0,0,0,2,
Mar 1992,14,0,0,0,14,
Apr 1992,25,0,0,0,25,
May 1992,40,0,0,0,40,
Jun 1992,71,2,0,0,73,
Jul 1992,53,0,26,0,79,
Aug 1992,44,0,7,0,51,
Sep 1992,32,0,7,0,39,
Oct 1992,52,0,0,10,62,
Nov 1992,40,0,0,0,40,
Dec 1992,20,0,8,24,52,
Jan 1993,32,2,0,0,34,
Feb 1993,5,0,0,0,5,
Mar 1993,6,0,4,0,10,
Apr 1993,18,0,0,0,18,
May 1993,48,0,0,0,48,
Jun 1993,54,4,0,4,62,
Jul 1993,51,0,0,0,51,
Aug 1993,43,0,0,4,47,
Sep 1993,43,0,8,0,51,
Oct 1993,56,0,0,0,56,
Nov 1993,40,2,0,6,48,
Dec 1993,41,0,0,0,41,
Jan 1994,16,0,0,0,16,
Feb 1994,16,0,0,0,16,
Mar 1994,14,0,0,0,14,
Apr 1994,41,0,13,0,54,
May 1994,28,0,0,0,28,
Jun 1994,65,0,0,6,71,
Jul 1994,61,0,0,6,67,
Aug 1994,21,2,8,0,31,
Sep 1994,62,0,6,0,68,
Oct 1994,21,4,10,0,35,
Nov 1994,17,0,0,0,17,
Dec 1994,17,2,6,0,25,
Jan 1995,5,2,0,0,7,
Feb 1995,5,0,0,4,9,
Mar 1995,3,0,0,0,3,
Apr 1995,16,2,0,0,18,
May 1995,19,0,13,0,32,
Jun 1995,22,2,6,0,30,
Jul 1995,16,0,6,0,22,
Aug 1995,27,2,15,0,44,
Sep 1995,16,0,0,0,16,
Oct 1995,22,0,0,20,42,
Nov 1995,15,0,0,0,15,
Dec 1995,29,0,0,0,29,
Jan 1996,8,0,3,0,11,
Feb 1996,2,0,0,0,2,
Mar 1996,4,0,0,0,4,
Apr 1996,18,0,4,0,22,
May 1996,26,0,5,0,31,
Jun 1996,28,6,4,0,38,
Jul 1996,27,0,0,0,27,
Aug 1996,31,2,4,0,37,
Sep 1996,31,4,0,0,35,
Oct 1996,17,2,18,0,37,
Nov 1996,14,6,19,0,39,
Dec 1996,11,2,10,0,23,
Jan 1997,14,2,0,0,16,
Feb 1997,4,0,0,0,4,
Mar 1997,5,0,0,0,5,
Apr 1997,17,0,0,0,17,
May 1997,8,0,7,0,15,
Jun 1997,19,0,5,0,24,
Jul 1997,17,0,5,0,22,
Aug 1997,20,0,13,0,33,
Sep 1997,27,0,6,0,33,
Oct 1997,21,12,0,0,33,
Nov 1997,12,0,4,0,16,
Dec 1997,11,0,5,0,16,
Jan 1998,2,0,0,0,2,
Feb 1998,2,0,0,0,2,
Mar 1998,5,0,0,0,5,
Apr 1998,15,2,0,0,17,
May 1998,27,0,0,0,27,
Jun 1998,17,2,9,0,28,
Jul 1998,43,8,4,0,55,
Aug 1998,35,4,4,0,43,
Sep 1998,16,2,0,0,18,
Oct 1998,17,0,7,0,24,
Nov 1998,22,3,2,0,27,
Dec 1998,15,2,13,0,30,
Jan 1999,7,0,0,0,7,
Feb 1999,3,0,0,0,3,
Mar 1999,12,0,0,0,12,
Apr 1999,19,2,7,0,28,
May 1999,13,4,0,0,17,
Jun 1999,38,2,7,0,47,
Jul 1999,36,0,0,0,36,
Aug 1999,18,0,0,0,18,
Sep 1999,44,0,4,0,48,
Oct 1999,23,0,0,0,23,
Nov 1999,22,2,10,3,37,
Dec 1999,20,0,0,0,20,
Jan 2000,13,0,0,4,17,
Feb 2000,6,0,0,0,6,
Mar 2000,8,0,0,0,8,
Apr 2000,26,4,0,4,34,
May 2000,28,2,0,0,30,
Jun 2000,26,0,7,6,39,
Jul 2000,49,0,0,0,49,
Aug 2000,27,2,0,0,29,
Sep 2000,46,0,0,0,46,
Oct 2000,41,0,0,0,41,
Nov 2000,17,0,6,0,23,
Dec 2000,22,2,0,0,24,
Jan 2001,15,2,7,0,24,
Feb 2001,23,2,0,0,25,
Mar 2001,15,0,0,0,15,
Apr 2001,18,0,0,0,18,
May 2001,25,2,4,6,37,
Jun 2001,40,6,0,0,46,
Jul 2001,30,0,10,0,40,
Aug 2001,50,0,0,2,52,
Sep 2001,26,0,0,0,26,
Oct 2001,31,0,0,0,31,
Nov 2001,25,2,0,0,27,
Dec 2001,27,4,0,2,33,
Jan 2002,12,0,3,0,15,
Feb 2002,11,0,3,0,14,
Mar 2002,13,0,0,0,13,
Apr 2002,23,0,0,0,23,
May 2002,45,8,4,0,57,
Jun 2002,42,2,0,0,44,
Jul 2002,41,2,3,0,46,
Aug 2002,30,2,7,0,39,
Sep 2002,38,6,4,0,48,
Oct 2002,41,1,8,2,52,
Nov 2002,30,2,0,0,32,
Dec 2002,12,0,2,0,14,
Jan 2003,24,0,0,0,24,
Feb 2003,9,0,4,0,13,
Mar 2003,8,0,0,0,8,
Apr 2003,30,2,0,2,34,
May 2003,30,0,5,50,85,
Jun 2003,54,4,9,0,67,
Jul 2003,40,4,6,47,97,
Aug 2003,17,0,0,12,29,
Sep 2003,70,2,0,2,74,
Oct 2003,43,0,12,2,57,
Nov 2003,48,8,0,0,56,
Dec 2003,32,4,0,0,36,
Jan 2004,12,0,0,0,12,
Feb 2004,7,0,0,0,7,
Mar 2004,9,0,0,0,9,
Apr 2004,34,2,0,0,36,
May 2004,43,6,0,2,51,
Jun 2004,48,4,6,12,70,
Jul 2004,51,6,3,18,78,
Aug 2004,44,2,0,0,46,
Sep 2004,40,0,12,6,58,
Oct 2004,37,4,6,0,47,
Nov 2004,21,8,8,0,37,
Dec 2004,41,0,4,20,65,
Jan 2005,17,2,0,0,19,
Feb 2005,7,0,0,0,7,
Mar 2005,24,0,0,0,24,
Apr 2005,38,2,0,0,40,
May 2005,35,8,3,12,58,
Jun 2005,49,2,9,0,60,
Jul 2005,39,10,0,0,49,
Aug 2005,35,2,5,2,44,
Sep 2005,36,4,0,12,52,
Oct 2005,62,0,4,4,70,
Nov 2005,33,6,0,0,39,
Dec 2005,28,2,5,4,39,
Jan 2006,14,2,0,2,18,
Feb 2006,17,0,4,0,21,
Mar 2006,12,0,0,0,12,
Apr 2006,28,4,10,2,44,
May 2006,37,6,0,2,45,
Jun 2006,46,0,8,78,132,
Jul 2006,36,6,9,2,53,
Aug 2006,33,2,0,0,35,
