Toronto — Historical Starts by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,777,8,35,"1,615","2,435",
Feb 1990,439,2,276,815,"1,532",
Mar 1990,502,0,37,"1,467","2,006",
Apr 1990,716,36,190,898,"1,840",
May 1990,711,10,172,"1,091","1,984",
Jun 1990,555,14,162,85,816,
Jul 1990,646,30,113,"1,540","2,329",
Aug 1990,234,6,118,561,919,
Sep 1990,906,52,141,405,"1,504",
Oct 1990,628,4,229,256,"1,117",
Nov 1990,502,8,294,371,"1,175",
Dec 1990,451,10,100,505,"1,066",
Jan 1991,236,2,72,702,"1,012",
Feb 1991,183,0,171,303,657,
Mar 1991,418,2,98,159,677,
Apr 1991,640,4,352,495,"1,491",
May 1991,819,0,120,324,"1,263",
Jun 1991,"1,367",24,258,567,"2,216",
Jul 1991,"1,517",24,257,683,"2,481",
Aug 1991,"1,169",26,256,498,"1,949",
Sep 1991,915,70,342,"1,299","2,626",
Oct 1991,885,40,575,235,"1,735",
Nov 1991,784,10,354,554,"1,702",
Dec 1991,526,4,175,300,"1,005",
Jan 1992,430,0,166,188,784,
Feb 1992,352,6,121,852,"1,331",
Mar 1992,405,10,88,797,"1,300",
Apr 1992,995,158,420,"1,041","2,614",
May 1992,"1,025",52,345,"1,257","2,679",
Jun 1992,947,70,179,346,"1,542",
Jul 1992,968,168,157,"1,599","2,892",
Aug 1992,853,50,112,466,"1,481",
Sep 1992,765,18,299,838,"1,920",
Oct 1992,714,28,147,294,"1,183",
Nov 1992,796,166,227,431,"1,620",
Dec 1992,777,110,64,473,"1,424",
Jan 1993,501,116,28,2,647,
Feb 1993,543,62,263,174,"1,042",
Mar 1993,439,46,176,703,"1,364",
Apr 1993,876,44,75,476,"1,471",
May 1993,"1,038",18,247,528,"1,831",
Jun 1993,707,22,205,51,985,
Jul 1993,780,14,134,379,"1,307",
Aug 1993,636,56,288,2,982,
